Selection,View,channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Agg Entropy (bits),Center Freq (Hz),PFC Max Freq (Hz),PFC Min Freq (Hz),Max Freq (Hz),Annotation,filename,StartMicInWater,EndMicInWater,filepath,label,call_length,split_type,date_str
35,Spectrogram 1,1,164.662675006,170.50012255299998,6741.573,7820.225,0.2868,1078.652,-59.39,1.95,7125.0,7687.5,7125.0,7125.0,N,220227_0112,22.417645356,603.08953809,annotations,0,5.837447546999982,test,220227
36,Spectrogram 1,1,170.786887209,171.036887166,4179.775,5258.427,0.2353,1078.652,-57.42,1.887,4875.0,4875.0,4500.0,4875.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,0.2499999570000284,test,220227
37,Spectrogram 1,1,171.272181243,177.823346175,2966.292,3910.112,0.2794,943.82,-61.21,1.736,3562.5,3750.0,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,6.551164932000006,test,220227
38,Spectrogram 1,1,178.10275789099998,188.134137976,2966.292,3775.281,0.2426,808.9889999999998,-64.3,2.079,3562.5,3750.0,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,10.031380084999997,test,220227
39,Spectrogram 1,1,188.376784993,188.847373146,4044.944,4988.764,0.2721,943.82,-55.8,1.852,4687.5,4875.0,4125.0,4125.0,N,220227_0112,22.417645356,603.08953809,annotations,0,0.4705881529999942,test,220227
40,Spectrogram 1,1,189.119431923,193.43811339,3101.1240000000007,3775.281,0.3676,674.1569999999998,-57.66,1.534,3562.5,3750.0,3187.5,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,4.318681467000033,test,220227
41,Spectrogram 1,1,193.805760385,200.223495875,4044.944,4988.764,0.1985,943.82,-57.36,1.732,4687.5,4875.0,4125.0,4500.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,6.417735489999983,test,220227
42,Spectrogram 1,1,200.422025252,203.925068652,3235.955,4044.944,0.2574,808.9889999999998,-65.15,1.928,3750.0,3937.5,3375.0,3750.0,N,220227_0112,22.417645356,603.08953809,annotations,0,3.503043400000024,test,220227
43,Spectrogram 1,1,204.18242154900005,205.204480195,3775.281,4584.27,0.2279,808.9889999999998,-50.08,1.304,4500.0,4500.0,3937.5,4312.5,N,220227_0112,22.417645356,603.08953809,annotations,0,1.0220586459999763,test,220227
44,Spectrogram 1,1,205.432421332,212.521904586,6471.91,7550.562,0.25,1078.652,-54.73,1.644,7125.0,7125.0,6750.0,7125.0,N,220227_0112,22.417645356,603.08953809,annotations,0,7.089483253999957,test,220227
45,Spectrogram 1,1,212.771904543,213.374845615,4314.607,5258.427,0.2426,943.82,-64.15,2.186,4875.0,5250.0,4500.0,4875.0,N,220227_0112,22.417645356,603.08953809,annotations,0,0.6029410719999929,test,220227
46,Spectrogram 1,1,213.617492631,220.009224456,2831.461,4044.944,0.3235,1213.483,-55.11,1.524,3562.5,3562.5,3000.0,3562.5,Y,220227_0112,22.417645356,603.08953809,annotations,0,6.391731825000023,test,220227
47,Spectrogram 1,1,220.332753811,228.502639028,2426.966,3370.7870000000007,0.2206,943.821,-54.61,1.97,2812.5,3187.5,2437.5,3000.0,N,220227_0112,22.417645356,603.08953809,annotations,0,8.169885217000031,test,220227
48,Spectrogram 1,1,228.723227225,234.105218163,3101.1240000000007,3910.112,0.2721,808.988,-55.58,1.601,3562.5,3750.0,3187.5,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,5.381990938,test,220227
49,Spectrogram 1,1,234.377276939,237.630075252,4584.27,5528.09,0.1985,943.82,-63.21,2.237,5250.0,5437.5,4687.5,5250.0,N,220227_0112,22.417645356,603.08953809,annotations,0,3.252798313,test,220227
50,Spectrogram 1,1,237.828604629,243.220892365,2696.629000000001,3910.112,0.3088,1213.483,-62.85,2.239,3562.5,3750.0,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,5.392287735999986,test,220227
51,Spectrogram 1,1,243.529715841,247.000303473,4314.607,5258.427,0.1985,943.82,-48.34,1.612,4875.0,5250.0,4687.5,4875.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,3.470587632000018,test,220227
52,Spectrogram 1,1,247.198832851,248.003294799,2831.461,3910.112,0.2941,1078.651,-62.36,1.961,3562.5,3750.0,3000.0,3375.0,N,220227_0112,22.417645356,603.08953809,annotations,0,0.8044619480000108,test,220227
53,Spectrogram 1,1,248.297412395,256.00508036,2966.292,3775.281,0.2059,808.9889999999998,-65.26,2.146,3562.5,3750.0,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,7.707667965000013,test,220227
54,Spectrogram 1,1,256.210962677,257.269786022,4584.27,5528.09,0.2206,943.82,-63.18,2.311,5062.5,5437.5,4687.5,4875.0,N,220227_0112,22.417645356,603.08953809,annotations,0,1.0588233450000075,test,220227
55,Spectrogram 1,1,257.490374219,262.149440449,2966.292,3775.281,0.25,808.9889999999998,-65.12,2.135,3375.0,3750.0,3000.0,3375.0,N,220227_0112,22.417645356,603.08953809,annotations,0,4.659066230000008,test,220227
56,Spectrogram 1,1,262.399440405,268.977385858,2966.292,4044.944,0.3382,1078.652,-50.41,1.47,3562.5,3937.5,3000.0,3562.5,Y,220227_0112,22.417645356,603.08953809,annotations,0,6.577945452999983,test,220227
57,Spectrogram 1,1,269.315621094,269.962679805,3775.281,4719.101,0.25,943.82,-63.56,2.214,4500.0,4687.5,3937.5,4500.0,N,220227_0112,22.417645356,603.08953809,annotations,0,0.6470587109999997,test,220227
58,Spectrogram 1,1,270.212679762,274.378031419,4044.944,4988.764,0.2353,943.82,-57.09,1.948,4687.5,4875.0,4125.0,4500.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,4.165351657000032,test,220227
59,Spectrogram 1,1,274.613325495,275.561854742,2966.292,4044.944,0.3235,1078.652,-58.46,1.942,3562.5,3937.5,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,0.9485292469999536,test,220227
60,Spectrogram 1,1,275.885384098,277.255235615,4044.944,5123.596,0.2132,1078.652,-56.36,2.485,4687.5,5062.5,4125.0,4500.0,N,220227_0112,22.417645356,603.08953809,annotations,0,1.3698515170000292,test,220227
61,Spectrogram 1,1,277.468470872,282.39636831900003,2966.292,3775.281,0.2941,808.9889999999998,-62.08,1.859,3562.5,3750.0,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,4.927897447000022,test,220227
62,Spectrogram 1,1,282.690485915,288.81751190200004,6741.573,7820.225,0.2794,1078.652,-62.9,2.155,7500.0,7687.5,6750.0,7500.0,N,220227_0112,22.417645356,603.08953809,annotations,0,6.1270259870000245,test,220227
63,Spectrogram 1,1,289.096923619,290.074864625,4314.607,5258.427,0.2279,943.82,-60.32,2.082,4687.5,5250.0,4500.0,4875.0,N,220227_0112,22.417645356,603.08953809,annotations,0,0.9779410059999804,test,220227
64,Spectrogram 1,1,290.302805762,297.161592657,3640.449,4584.27,0.1765,943.821,-63.91,2.045,4312.5,4500.0,3750.0,4500.0,N,220227_0112,22.417645356,603.08953809,annotations,0,6.858786895000037,test,220227
65,Spectrogram 1,1,297.338063214,305.360009896,2831.461,4044.944,0.2721,1213.483,-62.11,2.013,3562.5,3937.5,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,8.021946682000019,test,220227
66,Spectrogram 1,1,305.632068672,310.874128118,3101.1240000000007,4044.944,0.3456,943.82,-60.1,1.947,3562.5,3937.5,3187.5,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,5.242059445999986,test,220227
67,Spectrogram 1,1,311.219716294,318.630156226,3101.1240000000007,3775.281,0.3456,674.1569999999998,-54.86,1.233,3750.0,3750.0,3187.5,3750.0,N,220227_0112,22.417645356,603.08953809,annotations,0,7.410439931999973,test,220227
68,Spectrogram 1,1,318.97574440200003,323.943039798,2966.292,4314.607,0.3676,1348.315,-58.25,2.161,3562.5,4312.5,3187.5,3375.0,N,220227_0112,22.417645356,603.08953809,annotations,0,4.96729539599994,test,220227
69,Spectrogram 1,1,324.310686793,347.49657215300005,3101.1240000000007,4044.944,0.1544,943.82,-46.21,2.309,3562.5,3937.5,3187.5,3187.5,N,220227_0112,22.417645356,603.08953809,annotations,0,23.185885360000047,test,220227
70,Spectrogram 1,1,347.650983891,351.22451268199995,3235.955,4449.438,0.1912,1213.483,-64.78,2.514,3750.0,4312.5,3375.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,3.573528790999944,test,220227
71,Spectrogram 1,1,351.41568912,355.946890065,2966.292,3640.449,0.2868,674.1569999999998,-55.96,1.988,3375.0,3562.5,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,4.531200944999966,test,220227
72,Spectrogram 1,1,356.233654721,357.258158037,4179.775,5123.596,0.1618,943.821,-62.59,2.141,4500.0,5062.5,4312.5,4500.0,N,220227_0112,22.417645356,603.08953809,annotations,0,1.0245033159999934,test,220227
73,Spectrogram 1,1,357.419922715,363.672068802,2831.461,3910.112,0.3309,1078.651,-53.36,1.654,3562.5,3750.0,3000.0,3562.5,Y,220227_0112,22.417645356,603.08953809,annotations,0,6.252146086999971,test,220227
74,Spectrogram 1,1,364.002951098,364.745598028,4314.607,5393.258000000002,0.1397,1078.651,-53.84,1.757,4875.0,4875.0,4500.0,4875.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,0.7426469299999781,test,220227
75,Spectrogram 1,1,364.885303886,369.271809072,4044.944,5393.258000000002,0.2647,1348.314,-59.59,2.33,4687.5,5250.0,4125.0,4875.0,N,220227_0112,22.417645356,603.08953809,annotations,0,4.386505186000021,test,220227
76,Spectrogram 1,1,369.536514908,371.33798518300006,3235.955,4314.607,0.3088,1078.652,-57.78,1.886,3562.5,4312.5,3375.0,3562.5,Y,220227_0112,22.417645356,603.08953809,annotations,0,1.8014702750000424,test,220227
77,Spectrogram 1,1,371.646808659,372.676220245,3640.449,4719.101,0.1471,1078.652,-50.1,1.479,4500.0,4687.5,4312.5,4500.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,1.0294115860000377,test,220227
78,Spectrogram 1,1,372.823279043,376.894111086,2831.461,3910.112,0.2794,1078.651,-59.71,1.683,3562.5,3750.0,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,4.070832042999996,test,220227
79,Spectrogram 1,1,377.173522802,382.826014785,2966.292,3775.281,0.2353,808.9889999999998,-64.79,2.051,3562.5,3750.0,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,5.652491983000004,test,220227
80,Spectrogram 1,1,383.061308861,383.590720534,4044.944,5123.596,0.2353,1078.652,-53.03,2.089,4687.5,4875.0,4125.0,4125.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,0.5294116730000269,test,220227
81,Spectrogram 1,1,383.826014611,388.517605047,3235.955,4044.944,0.2647,808.9889999999998,-64.26,1.856,3562.5,3937.5,3375.0,3750.0,N,220227_0112,22.417645356,603.08953809,annotations,0,4.691590435999956,test,220227
82,Spectrogram 1,1,388.782310884,396.026740618,3101.1240000000007,4044.944,0.2868,943.82,-61.11,1.914,3562.5,3937.5,3187.5,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,7.2444297339999935,test,220227
83,Spectrogram 1,1,396.313505274,402.931087772,2831.461,4044.944,0.3456,1213.483,-52.14,2.174,3562.5,3937.5,3000.0,3562.5,Y,220227_0112,22.417645356,603.08953809,annotations,0,6.6175824979999325,test,220227
84,Spectrogram 1,1,403.2766759480001,404.402866382,8629.213,9573.034,0.1471,943.821,-54.6,1.619,9187.5,9562.5,8812.5,9375.0,N,220227_0112,22.417645356,603.08953809,annotations,0,1.1261904339999091,test,220227
85,Spectrogram 1,1,404.54992518,413.398612437,2696.629000000001,3910.112,0.3971,1213.483,-50.56,2.393,3375.0,3750.0,2812.5,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,8.848687256999995,test,220227
86,Spectrogram 1,1,413.795671191,420.784716166,2966.292,3775.281,0.3603,808.9889999999998,-55.13,1.827,3375.0,3562.5,3000.0,3375.0,N,220227_0112,22.417645356,603.08953809,annotations,0,6.989044975000013,test,220227
87,Spectrogram 1,1,421.145010221,427.804570623,2966.292,3640.449,0.2868,674.1569999999998,-50.74,1.189,3562.5,3562.5,3187.5,3375.0,N,220227_0112,22.417645356,603.08953809,annotations,0,6.659560402000011,test,220227
88,Spectrogram 1,1,428.09133528,433.820285557,3370.7870000000007,4449.438,0.2647,1078.651,-64.45,2.47,3750.0,4312.5,3375.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,5.728950276999968,test,220227
89,Spectrogram 1,1,434.08499139300005,434.936914459,4314.607,5123.596,0.1912,808.9889999999998,-61.84,1.817,4687.5,5062.5,4500.0,4687.5,N,220227_0112,22.417645356,603.08953809,annotations,0,0.8519230659999835,test,220227
90,Spectrogram 1,1,435.128090897,439.083972563,4449.438,5662.920999999999,0.2721,1213.483,-61.71,2.255,4687.5,5625.0,4500.0,4875.0,N,220227_0112,22.417645356,603.08953809,annotations,0,3.9558816660000384,test,220227
91,Spectrogram 1,1,439.356031339,442.135616294,2966.292,4044.944,0.2794,1078.652,-50.65,1.7480000000000002,3000.0,3937.5,3000.0,3000.0,N,220227_0112,22.417645356,603.08953809,annotations,0,2.7795849549999616,test,220227
92,Spectrogram 1,1,442.415028011,443.753263072,4044.944,5123.596,0.2279,1078.652,-57.82,1.865,4687.5,5062.5,4312.5,4687.5,N,220227_0112,22.417645356,603.08953809,annotations,0,1.3382350609999776,test,220227
93,Spectrogram 1,1,443.981204209,452.793724093,2966.292,3910.112,0.2353,943.82,-60.5,1.721,3562.5,3562.5,3375.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,8.81251988400004,test,220227
94,Spectrogram 1,1,453.02901817,457.334848644,2696.629000000001,3640.449,0.3824,943.82,-58.47,2.028,3375.0,3562.5,2812.5,2812.5,N,220227_0112,22.417645356,603.08953809,annotations,0,4.305830474000061,test,220227
95,Spectrogram 1,1,457.717201519,468.000066264,3101.1240000000007,3910.112,0.3603,808.988,-44.59,1.7080000000000002,3562.5,3750.0,3187.5,3562.5,Y,220227_0112,22.417645356,603.08953809,annotations,0,10.282864744999983,test,220227
96,Spectrogram 1,1,468.360360319,478.81180794,2966.292,4044.944,0.1544,1078.652,-63.39,2.255,3562.5,3937.5,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,10.451447621,test,220227
97,Spectrogram 1,1,478.966219678,482.547068824,2696.629000000001,4044.944,0.3309,1348.315,-51.24,1.586,3562.5,3937.5,3000.0,3562.5,Y,220227_0112,22.417645356,603.08953809,annotations,0,3.5808491459999914,test,220227
98,Spectrogram 1,1,482.87795112,486.709520337,4584.27,5393.258000000002,0.2059,808.988,-64.0,1.982,4875.0,5250.0,4687.5,5062.5,N,220227_0112,22.417645356,603.08953809,annotations,0,3.8315692169999807,test,220227
99,Spectrogram 1,1,486.915402654,488.643343531,2831.461,3640.449,0.4559,808.988,-53.29,1.384,3375.0,3562.5,3000.0,3375.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,1.7279408769999804,test,220227
100,Spectrogram 1,1,489.099225805,495.064486109,6471.91,7685.393,0.2941,1213.483,-58.98,1.958,7312.5,7500.0,6562.5,7500.0,N,220227_0112,22.417645356,603.08953809,annotations,0,5.965260304000026,test,220227
101,Spectrogram 1,1,495.358603705,501.209087305,3101.1240000000007,4179.775,0.3309,1078.651,-59.05,1.992,3375.0,4125.0,3187.5,3375.0,N,220227_0112,22.417645356,603.08953809,annotations,0,5.850483600000018,test,220227
102,Spectrogram 1,1,501.539969601,511.238547018,2966.292,4044.944,0.2868,1078.652,-63.22,2.104,3375.0,3937.5,3000.0,3375.0,N,220227_0112,22.417645356,603.08953809,annotations,0,9.698577417000022,test,220227
103,Spectrogram 1,1,511.525311674,519.16973107,2966.292,4314.607,0.2574,1348.315,-62.92,2.481,3562.5,4312.5,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,7.644419395999988,test,220227
104,Spectrogram 1,1,519.4270839659999,524.905977737,2966.292,4044.944,0.2059,1078.652,-59.71,1.911,3562.5,3937.5,3375.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,5.478893771000003,test,220227
105,Spectrogram 1,1,525.111860054,525.464801169,4449.438,5393.258000000002,0.2868,943.82,-58.0,1.93,4687.5,5250.0,4500.0,4875.0,N,220227_0112,22.417645356,603.08953809,annotations,0,0.3529411150000214,test,220227
106,Spectrogram 1,1,525.751565825,529.693928218,3910.112,4853.933,0.2941,943.821,-51.68,1.321,4500.0,4687.5,3937.5,4500.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,3.942362393000053,test,220227
107,Spectrogram 1,1,529.988045814,530.7306927430001,2831.461,3775.281,0.3603,943.82,-52.42,1.957,3375.0,3750.0,3000.0,3187.5,N,220227_0112,22.417645356,603.08953809,annotations,0,0.7426469290001023,test,220227
108,Spectrogram 1,1,531.090986799,532.068927805,3775.281,5123.596,0.2574,1348.315,-51.84,2.428,4500.0,5062.5,3937.5,4312.5,Y,220227_0112,22.417645356,603.08953809,annotations,0,0.9779410060000372,test,220227
109,Spectrogram 1,1,532.326280702,539.419117574,3101.1240000000007,3910.112,0.25,808.988,-61.54,1.7280000000000002,3562.5,3750.0,3187.5,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,7.092836872000022,test,220227
110,Spectrogram 1,1,539.669117531,540.286764482,3910.112,5123.596,0.2279,1213.484,-50.56,1.631,4687.5,5062.5,4500.0,4687.5,N,220227_0112,22.417645356,603.08953809,annotations,0,0.6176469509999833,test,220227
111,Spectrogram 1,1,540.514705619,543.772057995,3910.112,4988.764,0.2574,1078.652,-49.84,1.471,4687.5,4875.0,3937.5,4687.5,N,220227_0112,22.417645356,603.08953809,annotations,0,3.257352375999972,test,220227
112,Spectrogram 1,1,544.029410892,547.9146251230001,2831.461,3775.281,0.3382,943.82,-54.12,1.496,3375.0,3562.5,3000.0,3375.0,N,220227_0112,22.417645356,603.08953809,annotations,0,3.885214231000077,test,220227
113,Spectrogram 1,1,548.252860359,556.9479717969999,3101.1240000000007,4044.944,0.3162,943.82,-49.4,1.444,3375.0,3937.5,3187.5,3375.0,N,220227_0112,22.417645356,603.08953809,annotations,0,8.695111437999913,test,220227
114,Spectrogram 1,1,557.264148213,565.128617041,4044.944,5123.596,0.1912,1078.652,-58.36,1.977,4687.5,4875.0,4312.5,4687.5,N,220227_0112,22.417645356,603.08953809,annotations,0,7.8644688279999855,test,220227
115,Spectrogram 1,1,565.3197934780001,567.047734355,2966.292,4044.944,0.3897,1078.652,-48.51,1.398,3375.0,3937.5,3000.0,3375.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,1.7279408769999236,test,220227
116,Spectrogram 1,1,567.4374401690001,568.11391064,4044.944,5123.596,0.1618,1078.652,-57.59,2.225,4500.0,5062.5,4500.0,4500.0,N,220227_0112,22.417645356,603.08953809,annotations,0,0.6764704709999023,test,220227
117,Spectrogram 1,1,568.275675318,573.987049381,2966.292,3910.112,0.2279,943.82,-54.36,2.302,3375.0,3750.0,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,5.711374062999994,test,220227
118,Spectrogram 1,1,574.214990518,575.119402125,4179.775,5393.258000000002,0.1912,1213.483,-59.28,2.074,4875.0,5250.0,4312.5,4875.0,N,220227_0112,22.417645356,603.08953809,annotations,0,0.9044116069999292,test,220227
119,Spectrogram 1,1,575.310578563,587.257121676,6741.573,7820.225,0.2574,1078.652,-61.66,2.232,6937.5,7687.5,6750.0,6937.5,N,220227_0112,22.417645356,603.08953809,annotations,0,11.946543112999963,test,220227
120,Spectrogram 1,1,587.514474573,590.316298882,4314.607,5662.920999999999,0.2059,1348.314,-56.01,1.725,4875.0,5437.5,4500.0,4875.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,2.801824308999926,test,220227
121,Spectrogram 1,1,590.522181199,594.645207144,3910.112,5528.09,0.1985,1617.9779999999996,-53.56,1.813,4687.5,5250.0,3937.5,4875.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,4.123025944999995,test,220227
122,Spectrogram 1,1,594.843736521,595.226089396,2966.292,4044.944,0.2426,1078.652,-57.39,1.607,3562.5,3937.5,3000.0,3562.5,N,220227_0112,22.417645356,603.08953809,annotations,0,0.3823528750000378,test,220227
123,Spectrogram 1,1,595.468736413,602.758655794,2966.292,3910.112,0.3309,943.82,-43.24,1.704,3375.0,3750.0,3187.5,3375.0,Y,220227_0112,22.417645356,603.08953809,annotations,0,7.289919381000004,test,220227
2,Spectrogram 1,1,239.595521814,244.27265739,3235.955,4179.775,0.2426,943.82,-64.13,2.215,3750.0,4125.0,3375.0,3750.0,N,220227_0113,239.279345398,589.999824983,annotations,0,4.677135575999984,test,220227
3,Spectrogram 1,1,244.515304407,251.282569931,3101.1240000000007,4044.944,0.3088,943.82,-58.61,1.889,3562.5,3937.5,3375.0,3562.5,N,220227_0113,239.279345398,589.999824983,annotations,0,6.767265523999982,test,220227
5,Spectrogram 1,1,251.591393407,323.857816675,4044.944,4988.764,0.1912,943.82,-59.97,2.161,4500.0,4875.0,4125.0,4500.0,N,220227_0113,239.279345398,589.999824983,annotations,0,72.26642326799998,test,220227
6,Spectrogram 1,1,324.048993113,333.233885069,4719.101,5662.920999999999,0.1985,943.82,-61.18,2.265,5250.0,5625.0,4875.0,5625.0,N,220227_0113,239.279345398,589.999824983,annotations,0,9.184891956,test,220227
7,Spectrogram 1,1,333.432414447,335.542708198,4853.933,6067.416,0.2206,1213.483,-55.14,2.446,5250.0,6000.0,4875.0,5062.5,N,220227_0113,239.279345398,589.999824983,annotations,0,2.110293751000029,test,220227
8,Spectrogram 1,1,335.763296395,339.41022722400004,4853.933,5932.584,0.1691,1078.651,-61.15,2.307,5250.0,5625.0,4875.0,5250.0,N,220227_0113,239.279345398,589.999824983,annotations,0,3.646930829000041,test,220227
9,Spectrogram 1,1,339.579344842,345.0761690340001,3235.955,4044.944,0.25,808.9889999999998,-63.42,1.798,3562.5,3937.5,3375.0,3562.5,N,220227_0113,239.279345398,589.999824983,annotations,0,5.49682419200002,test,220227
10,Spectrogram 1,1,345.326168991,360.936991171,7280.899,8089.888000000001,0.1544,808.9889999999998,-59.87,2.221,7687.5,8062.5,7312.5,7687.5,N,220227_0113,239.279345398,589.999824983,annotations,0,15.610822180000016,test,220227
11,Spectrogram 1,1,361.091402908,393.391240636,3101.1240000000007,4044.944,0.2794,943.82,-60.51,2.056,3750.0,3937.5,3187.5,3562.5,N,220227_0113,239.279345398,589.999824983,annotations,0,32.29983772799994,test,220227
12,Spectrogram 1,1,393.670652353,394.685358059,4179.775,5123.596,0.2059,943.821,-56.45,2.083,4687.5,5062.5,4312.5,4687.5,N,220227_0113,239.279345398,589.999824983,annotations,0,1.0147057059999725,test,220227
13,Spectrogram 1,1,394.891240376,416.559216856,4314.607,5123.596,0.2794,808.9889999999998,-42.26,1.865,4687.5,5062.5,4500.0,4500.0,N,220227_0113,239.279345398,589.999824983,annotations,0,21.66797648,test,220227
14,Spectrogram 1,1,416.838628572,420.876314933,4230.215999999999,6043.165,0.2059,1812.95,-53.41,2.777,4875.0,5625.0,4500.0,4687.5,Y,220227_0113,239.279345398,589.999824983,annotations,0,4.037686361000056,test,220227
15,Spectrogram 1,1,421.08219725,424.435137845,4584.27,5662.920999999999,0.1544,1078.651,-53.52,2.343,4875.0,5625.0,4687.5,4687.5,N,220227_0113,239.279345398,589.999824983,annotations,0,3.3529405950000064,test,220227
16,Spectrogram 1,1,424.589549583,428.913310007,3370.7870000000007,4179.775,0.2206,808.988,-46.29,2.053,3562.5,4125.0,3375.0,3937.5,N,220227_0113,239.279345398,589.999824983,annotations,0,4.323760423999943,test,220227
17,Spectrogram 1,1,429.133898204,429.369192281,3971.223,5258.427,0.1471,1287.204,-48.63,2.426,4500.0,5250.0,4312.5,4687.5,Y,220227_0113,239.279345398,589.999824983,annotations,0,0.2352940769999918,test,220227
18,Spectrogram 1,1,429.516251079,441.949163743,3370.7870000000007,4179.775,0.2206,808.988,-63.15,2.213,3750.0,4125.0,3375.0,3562.5,N,220227_0113,239.279345398,589.999824983,annotations,0,12.432912664000016,test,220227
19,Spectrogram 1,1,442.16975194,444.103575134,4719.101,5797.7530000000015,0.2059,1078.652,-52.16,2.293,5250.0,5625.0,4875.0,5437.5,N,220227_0113,239.279345398,589.999824983,annotations,0,1.9338231940000128,test,220227
20,Spectrogram 1,1,444.309457451,447.507562654,4853.933,5797.7530000000015,0.2353,943.82,-50.82,2.236,5250.0,5625.0,4875.0,5250.0,Y,220227_0113,239.279345398,589.999824983,annotations,0,3.1981052030000683,test,220227
21,Spectrogram 1,1,447.742856731,454.568170902,4314.607,5525.18,0.1838,1210.573,-38.41,1.864,4687.5,5437.5,4500.0,4687.5,Y,220227_0113,239.279345398,589.999824983,annotations,0,6.825314171000002,test,220227
22,Spectrogram 1,1,454.7519944,458.241591995,4314.607,5797.7530000000015,0.2279,1483.146,-40.5,2.105,4687.5,5625.0,4500.0,4687.5,Y,220227_0113,239.279345398,589.999824983,annotations,0,3.4895975950000206,test,220227
23,Spectrogram 1,1,458.469533132,461.252944805,4044.944,5611.511,0.2419,1566.567,-40.78,1.882,4875.0,5437.5,4125.0,4687.5,Y,220227_0113,239.279345398,589.999824983,annotations,0,2.783411673000046,test,220227
24,Spectrogram 1,1,461.49486207,470.393370209,2831.461,3910.112,0.351,1078.651,-45.73,1.614,3562.5,3750.0,3000.0,3562.5,Y,220227_0113,239.279345398,589.999824983,annotations,0,8.898508139,test,220227
25,Spectrogram 1,1,470.744325291,471.472266341,4584.27,5528.09,0.1765,943.82,-45.04,2.108,5062.5,5437.5,4687.5,4875.0,N,220227_0113,239.279345398,589.999824983,annotations,0,0.7279410499999699,test,220227
26,Spectrogram 1,1,471.648736898,476.30882109,3235.955,4179.775,0.2353,943.82,-55.04,1.837,3562.5,4125.0,3375.0,3562.5,N,220227_0113,239.279345398,589.999824983,annotations,0,4.660084191999943,test,220227
28,Spectrogram 1,1,476.544115167,477.161762118,4179.775,5123.596,0.2353,943.821,-52.76,1.783,4875.0,5062.5,4312.5,4875.0,N,220227_0113,239.279345398,589.999824983,annotations,0,0.6176469510000402,test,220227
29,Spectrogram 1,1,477.397056195,488.883924391,2966.292,4044.944,0.2426,1078.652,-58.89,2.189,3562.5,3937.5,3000.0,3750.0,N,220227_0113,239.279345398,589.999824983,annotations,0,11.486868195999987,test,220227
30,Spectrogram 1,1,489.126571408,493.793684738,3235.955,4314.607,0.2794,1078.652,-63.58,2.475,3937.5,4312.5,3375.0,4312.5,N,220227_0113,239.279345398,589.999824983,annotations,0,4.667113330000007,test,220227
31,Spectrogram 1,1,494.073096454,503.916103442,3101.1240000000007,3775.281,0.3015,674.1569999999998,-59.43,1.556,3562.5,3750.0,3375.0,3562.5,N,220227_0113,239.279345398,589.999824983,annotations,0,9.843006987999956,test,220227
32,Spectrogram 1,1,504.217573977,513.445561229,2831.461,3910.112,0.1397,1078.651,-56.38,2.232,3375.0,3750.0,3000.0,3562.5,N,220227_0113,239.279345398,589.999824983,annotations,0,9.227987251999991,test,220227
33,Spectrogram 1,1,513.5852670869999,523.7207794,4449.438,5662.920999999999,0.2059,1213.483,-60.38,2.412,4875.0,5250.0,4500.0,4875.0,N,220227_0113,239.279345398,589.999824983,annotations,0,10.135512313000053,test,220227
34,Spectrogram 1,1,523.926661717,523.992838176,2831.461,3775.281,0.1838,943.82,-57.15,2.005,3375.0,3750.0,3000.0,3750.0,N,220227_0113,239.279345398,589.999824983,annotations,0,0.066176458999962,test,220227
