Selection,View,Channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Center Time (s),Delta Freq (Hz),Delta Time (s),Peak Freq (Hz),Peak Power (dB),Begin Clock Time,Begin Date,Begin Date Time,Begin Hour,End Clock Time,ManateeVocal,SNR,Type of call,NLP,>20kHz,Subharmonic,Sideband,Deterministic Chaos,Biphonal,Frequency Jump,Comments,Tonal,Type,No. harm,Notes,filename,StartMicInWater,EndMicInWater,filepath,>22kHz,MANATEE,label,call_length
125,Spectrogram 1,1,2143.463,2143.591,3713.2,10052.8,2143.573,6339.6,0.128,3937.5,38.7,2143.4629999999997,,2143.4629999999997,0.0,2143.591,Y,L,,,,,,,,,squeak or screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.12799999999970169
126,Spectrogram 1,1,2194.16,2194.239,5524.5,15215.0,2194.197,9690.5,0.079,5812.5,34.6,2194.16,,2194.16,0.0,2194.239,Y,M,,,,,,,,,squeak or screech?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.07900000000017826
127,Spectrogram 1,1,2197.746,2197.871,3714.3,14216.8,2197.84,10502.5,0.125,10406.2,38.3,2197.746,,2197.746,0.0,2197.871,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.125
128,Spectrogram 1,1,2201.753,2201.867,4075.5,7064.2,2201.797,2988.7,0.114,6562.5,22.6,2201.7529999999997,,2201.7529999999997,0.0,2201.867,,,,,,,,,,,manatee?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,,,1,0.11400000000003274
129,Spectrogram 1,1,2203.207,2203.341,5162.3,12769.8,2203.275,7607.5,0.134,10031.2,40.4,2203.2070000000003,,2203.2070000000003,0.0,2203.341,Y,L,,,,,,,,,squeak or screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.13400000000001455
130,Spectrogram 1,1,2219.847,2219.976,4618.9,20286.8,2219.891,15667.9,0.129,8156.2,32.5,2219.847,,2219.847,0.0,2219.976,Y,M,,,,,,,,,squeak or screech?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1289999999999054
131,Spectrogram 1,1,2221.146,2221.295,3169.8,9418.9,2221.2,6249.1,0.149,3187.5,44.3,2221.146,,2221.146,0.0,2221.295,Y,L,,,,,,,,,squeak or screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.14899999999988722
132,Spectrogram 1,1,2228.406990155,2228.535,5712.3,7997.6,2228.4770000000003,2285.3,0.128,7406.2,31.2,2228.407,,2228.407,0.0,2228.535,Y,L,,,,,,,,,whine?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.128009844999724
133,Spectrogram 1,1,2235.961,2236.224,4528.3,32241.5,2236.16,27713.2,0.263,24187.5,47.9,2235.9610000000002,,2235.9610000000002,0.0,2236.224,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.2630000000003747
135,Spectrogram 1,1,2238.789,2238.931,6067.9,12860.4,2238.917,6792.5,0.142,10593.8,65.5,2238.7889999999998,,2238.7889999999998,0.0,2238.931,Y,L,,,,,,,,,squeak or screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.14199999999982538
136,Spectrogram 1,1,2239.448,2239.591,5252.8,14473.0,2239.504,9220.2,0.14300000000000002,8062.5,42.1,2239.448,,2239.448,0.0,2239.591,Y,L,,,,,,,,,screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1430000000000291
137,Spectrogram 1,1,2240.115,2240.25,3491.9,18189.5,2240.192,14697.6,0.135,8718.8,39.2,2240.115,,2240.115,0.0,2240.25,Y,H,,y-sub?,,,,,,,squeak-8?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.13500000000021828
138,Spectrogram 1,1,2244.801,2244.984,4274.1,16533.3,2244.931,12259.2,0.183,5343.8,44.0,2244.801,,2244.801,0.0,2244.984,Y,H,,y-sub,,,,,,,nonlinear squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.18299999999999272
139,Spectrogram 1,1,2258.422,2258.481,1005.7,16216.3,2258.427,15210.6,0.059000000000000004,2250.0,48.0,2258.422,,2258.422,0.0,2258.481,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.05900000000019645
140,Spectrogram 1,1,2260.936,2261.009,3466.7,16533.3,2260.971,13066.6,0.073,9937.5,33.8,2260.936,,2260.936,0.0,2261.009,Y,H,,n,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.0729999999998654
141,Spectrogram 1,1,2263.53,2263.685,8177.8,14222.2,2263.595,6044.4,0.155,8250.0,38.4,2263.53,,2263.53,0.0,2263.685,Y,L,,,,,,,,,manatee?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.15499999999974534
142,Spectrogram 1,1,2267.473,2267.814,6133.3,14577.8,2267.632,8444.5,0.341,11531.2,49.7,2267.473,,2267.473,0.0,2267.814,Y,L,,,,,,,,,manatee?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.3409999999998945
143,Spectrogram 1,1,2269.116,2269.225,5955.6,13219.2,2269.195,7263.6,0.109,11437.5,33.2,2269.116,,2269.116,0.0,2269.225,Y,L,,,,,,,,,screech?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1089999999999236
144,Spectrogram 1,1,2272.251,2272.322,5777.8,12888.9,2272.277,7111.1,0.071,6281.2,32.6,2272.251,,2272.251,0.0,2272.322,Y,L,,,,,,,,,squeak or whine-last detail,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.07099999999991269
145,Spectrogram 1,1,2276.425,2276.586,2905.3,10989.5,2276.475,8084.2,0.161,7218.8,40.5,2276.425,,2276.425,0.0,2276.5860000000002,Y,M,,,,,,,,,squeak?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.16099999999960346
146,Spectrogram 1,1,2279.438,2279.583,2730.9,4681.5,2279.469,1950.6,0.145,3468.8,37.1,2279.438,,2279.438,0.0,2279.583,Y,L,,,,,,,,,whine?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1449999999999818
147,Spectrogram 1,1,2283.147,2283.362,2633.4,4974.1,2283.235,2340.7,0.215,4218.8,29.7,2283.147,,2283.147,0.0,2283.362,Y,L,,,,,,,,,whine?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.21500000000014552
148,Spectrogram 1,1,2287.975,2288.095,1365.4,5656.9,2288.013,4291.5,0.12,1781.2,36.0,2287.975,,2287.975,0.0,2288.095,Y,L,,,,,,,,,faint whine or screech?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.11999999999989086
149,Spectrogram 1,1,2291.831,2291.981,4681.5,18568.4,2291.896,13886.9,0.15,16875.0,62.8,2291.831,,2291.831,0.0,2291.981,Y,H,,,,,,,,,screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.15000000000009095
150,Spectrogram 1,1,2296.851,2296.967,7607.5,12086.4,2296.909,4478.9,0.11599999999999999,8062.5,39.3,2296.851,,2296.851,0.0,2296.967,Y,M,,,,,,,,,whine or squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.11599999999998545
151,Spectrogram 1,1,2300.89,2301.01,4681.5,12748.6,2300.989,8067.1,0.12,10218.8,52.5,2300.89,,2300.89,0.0,2301.01,Y,L,,,,,,,,,screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.12000000000034561
152,Spectrogram 1,1,2301.486,2301.601,8192.7,9753.2,2301.547,1560.5,0.115,9000.0,27.4,2301.486,,2301.486,0.0,2301.601,Y,m,,,,,,,,,whine?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.11500000000023647
153,Spectrogram 1,1,2332.324,2332.414,1755.6,11898.9,2332.363,10143.3,0.09,2156.2,36.6,2332.324,,2332.324,0.0,2332.4139999999998,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.09000000000014552
154,Spectrogram 1,1,2344.117,2344.198,3608.7,14922.4,2344.187,11313.7,0.081,11437.5,41.9,2344.117,,2344.117,0.0,2344.198,Y,M,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08099999999967622
155,Spectrogram 1,1,2344.293,2344.378,3608.7,19073.7,2344.317,15465.0,0.085,10312.5,30.6,2344.2929999999997,,2344.2929999999997,0.0,2344.3779999999997,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08500000000003638
156,Spectrogram 1,1,2348.774,2348.915,3706.2,22351.5,2348.915,18645.3,0.141,3750.0,49.6,2348.774,,2348.774,0.0,2348.915,Y,M,,y-sub?,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.1410000000000764
157,Spectrogram 1,1,2348.982,2349.063,5656.9,15839.2,2348.984,10182.3,0.081,5718.8,65.0,2348.982,,2348.982,0.0,2349.063,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08100000000013097
158,Spectrogram 1,1,2353.069,2353.147,8797.1,15199.9,2353.109,6402.8,0.078,13500.0,31.8,2353.069,,2353.069,0.0,2353.147,Y,L,,,,,,,,,,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.07799999999997453
159,Spectrogram 1,1,2353.207,2353.357,5949.5,13459.4,2353.224,7509.9,0.15,8437.5,47.0,2353.2070000000003,,2353.2070000000003,0.0,2353.357,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.15000000000009095
160,Spectrogram 1,1,2353.524,2353.639,4974.1,14532.3,2353.533,9558.2,0.115,7687.5,46.8,2353.524,,2353.524,0.0,2353.639,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.11500000000023647
161,Spectrogram 1,1,2360.566,2360.708,4584.0,14337.2,2360.597,9753.2,0.142,4968.8,50.8,2360.5660000000003,,2360.5660000000003,0.0,2360.708,Y,L,,,,,,,,,screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.14200000000028012
162,Spectrogram 1,1,2361.684,2361.821,6534.6,10338.4,2361.76,3803.8,0.13699999999999998,10312.5,46.4,2361.6839999999997,,2361.6839999999997,0.0,2361.821,Y,L,,,,,,,,,faint screech?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.13699999999971624
163,Spectrogram 1,1,2362.807,2362.892,4486.5,7705.0,2362.837,3218.5,0.085,4593.8,26.6,2362.8070000000002,,2362.8070000000002,0.0,2362.8920000000003,Y,L,,,,,,,,,faint whine or squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08500000000003638
164,Spectrogram 1,1,2364.392,2364.863,3998.8,9558.1,2364.656,5559.3,0.47100000000000003,6750.0,45.3,2364.3920000000003,,2364.3920000000003,0.0,2364.863,Y,L,,,,,,,,,one or more screeches,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.47100000000000364
165,Spectrogram 1,1,2369.762,2369.91,4085.5,23758.8,2369.867,19673.3,0.14800000000000002,23156.2,51.2,2369.762,,2369.762,0.0,2369.91,Y,H,,y?,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.1479999999996835
167,Spectrogram 1,1,2370.372,2370.638,4096.3,8875.4,2370.405,4779.1,0.266,5437.5,53.1,2370.3720000000003,,2370.3720000000003,0.0,2370.638,Y,L,,,,,,,,,screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.2660000000000764
168,Spectrogram 1,1,2372.033,2372.328,6285.4,13450.7,2372.125,7165.3,0.295,13406.2,47.2,2372.033,,2372.033,0.0,2372.328,Y,L,,,,,,,,,screech?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.29500000000007276
169,Spectrogram 1,1,2376.078,2376.215,3901.3,7412.4,2376.08,3511.1,0.13699999999999998,3937.5,49.8,2376.078,,2376.078,0.0,2376.215,Y,L,,,,,,,,,screech?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.13700000000017099
170,Spectrogram 1,1,2376.849,2376.934,7802.6,16225.5,2376.856,8422.9,0.085,9468.8,43.7,2376.849,,2376.849,0.0,2376.9339999999997,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08500000000003638
171,Spectrogram 1,1,2377.007,2377.112,7022.3,21026.9,2377.109,14004.6,0.105,9468.8,46.5,2377.007,,2377.007,0.0,2377.112,Y,M,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.10500000000001819
172,Spectrogram 1,1,2379.733,2379.799,5154.0,21370.3,2379.763,16216.3,0.066,9093.8,34.8,2379.7329999999997,,2379.7329999999997,0.0,2379.799,Y,H,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.06599999999980355
173,Spectrogram 1,1,2379.884,2379.979,7165.3,21998.9,2379.971,14833.6,0.095,21000.0,45.9,2379.884,,2379.884,0.0,2379.979,Y,H,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.09499999999979991
174,Spectrogram 1,1,2387.783,2387.871,4266.7,15288.9,2387.827,11022.2,0.08800000000000001,8250.0,51.0,2387.783,,2387.783,0.0,2387.871,Y,L,,,,,,,,,screech?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08800000000019281
175,Spectrogram 1,1,2390.721,2390.807,5688.9,21688.9,2390.765,16000.0,0.086,7218.8,48.9,2390.721,,2390.721,0.0,2390.8070000000002,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08599999999978536
176,Spectrogram 1,1,2393.379,2393.454,3377.8,16000.0,2393.424,12622.2,0.075,11718.8,33.3,2393.379,,2393.379,0.0,2393.4539999999997,Y,L,,,,,,,,,squeak?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.07500000000027285
177,Spectrogram 1,1,2393.516,2393.602,7022.2,10133.3,2393.563,3111.1,0.086,9656.2,33.5,2393.516,,2393.516,0.0,2393.6020000000003,Y,L,,,,,,,,,chirp?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08599999999978536
178,Spectrogram 1,1,2396.744,2396.987,5066.7,13511.1,2396.949,8444.4,0.243,12187.5,54.4,2396.744,,2396.744,0.0,2396.987,Y,M,,,,,,,,,one or two squeak?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.24299999999993815
179,Spectrogram 1,1,2400.801,2401.068,5359.1,25366.5,2400.9970000000003,20007.4,0.267,12562.5,44.8,2400.801,,2400.801,0.0,2401.0679999999998,Y,H,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.2670000000002801
181,Spectrogram 1,1,2405.078,2405.149,5155.6,13069.3,2405.101,7913.7,0.071,8343.8,41.2,2405.078,,2405.078,0.0,2405.149,Y,M,,n?,,,,,,,squeak?-nonlinear,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.07099999999991269
182,Spectrogram 1,1,2412.132,2412.236,2828.4,15822.2,2412.2129999999997,12993.8,0.10400000000000001,11531.2,53.9,2412.132,,2412.132,0.0,2412.236,Y,H,,n?,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.10399999999981446
183,Spectrogram 1,1,2412.297,2412.4,5155.6,10755.6,2412.301,5600.0,0.10300000000000001,5156.2,43.6,2412.297,,2412.297,0.0,2412.4,Y,M,,,,,,,,,nonlinear squeak?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.10300000000006548
184,Spectrogram 1,1,2418.68,2418.946,3022.2,12000.0,2418.7870000000003,8977.8,0.266,5531.2,51.9,2418.68,,2418.68,0.0,2418.946,Y,H,,,,,,,,,squeaks-two?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.2660000000000764
185,Spectrogram 1,1,2422.161,2422.251,3901.3,13069.3,2422.205,9168.0,0.09,8718.8,40.5,2422.161,,2422.161,0.0,2422.251,Y,H,,n?,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.09000000000014552
186,Spectrogram 1,1,2422.341,2422.425,3803.7,11411.2,2422.387,7607.5,0.084,7968.8,32.9,2422.341,,2422.341,0.0,2422.425,Y,H,,n?,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.0840000000002874
187,Spectrogram 1,1,2442.091044345,2442.27,5797.5,13551.5,2442.229,7754.0,0.179,7875.0,41.6,2442.091,,2442.091,0.0,2442.27,Y,L,,,,,,,,,faint squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.17895565500020894
188,Spectrogram 1,1,2442.916,2443.103,6851.1,20292.1,2443.021,13441.0,0.187,16593.8,28.8,2442.916,,2442.916,0.0,2443.103,Y,L,,,,,,,,,faint squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.18699999999989814
189,Spectrogram 1,1,2444.584,2444.828,12129.3,15151.5,2444.587,3022.2,0.244,15000.0,44.6,2444.584,,2444.584,0.0,2444.828,Y,L,,,,,,,,,manatee?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.24400000000014188
190,Spectrogram 1,1,2446.129,2446.196,1993.3,9661.5,2446.1710000000003,7668.2,0.067,5250.0,36.4,2446.129,,2446.129,0.0,2446.196,Y,L,,,,,,,,,manatee?[ulsed,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.06700000000000728
191,Spectrogram 1,1,2455.27,2455.454,7862.6,11596.0,2455.371,3733.4,0.184,10968.8,41.7,2455.27,,2455.27,0.0,2455.4539999999997,Y,L,,,,,,,,,manatee?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.18400000000019645
192,Spectrogram 1,1,2484.96,2485.148,6437.1,10143.3,2485.024,3706.2,0.188,6468.8,36.8,2484.96,,2484.96,0.0,2485.1479999999997,Y,L,,,,,,,,,screech?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.18800000000010186
193,Spectrogram 1,1,2485.568,2485.692,4584.0,7314.9,2485.611,2730.9,0.124,6281.2,25.0,2485.5679999999998,,2485.5679999999998,0.0,2485.692,Y,L,,,,,,,,,faint screech or squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.12399999999979627
194,Spectrogram 1,1,2494.313,2494.592,6437.1,11508.8,2494.419,5071.7,0.27899999999999997,6562.5,51.2,2494.313,,2494.313,0.0,2494.592,Y,M,,n,,,,,,,squeak?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.27899999999999636
195,Spectrogram 1,1,2501.574,2501.831,5656.9,14239.7,2501.68,8582.8,0.257,13312.5,41.9,2501.574,,2501.574,0.0,2501.831,Y,L,,,,,,,,,faint squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.25700000000006185
196,Spectrogram 1,1,2513.157,2513.303,3901.3,9753.2,2513.229,5851.9,0.146,9656.2,42.6,2513.157,,2513.157,0.0,2513.303,Y,L,,,,,,,,,faint squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1459999999997308
197,Spectrogram 1,1,2514.911,2515.052,7022.3,9558.1,2514.952,2535.8,0.141,8343.8,40.3,2514.911,,2514.911,0.0,2515.052,Y,L,,,,,,,,,manatee?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1410000000000764
198,Spectrogram 1,1,2643.413,2643.525,8485.3,15019.9,2643.475,6534.6,0.11199999999999999,12656.2,37.3,2643.413,,2643.413,0.0,2643.525,Y,H,,,,,,,,,screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.11200000000008004
199,Spectrogram 1,1,2644.458,2644.578,4486.5,11606.3,2644.4959999999996,7119.8,0.12,9093.8,36.7,2644.458,,2644.458,0.0,2644.578,Y,M,,,,,,,,,screech or squeak>,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.11999999999989086
200,Spectrogram 1,1,2648.112,2648.241,4584.0,10631.0,2648.1679999999997,6047.0,0.129,10593.8,28.3,2648.112,,2648.112,0.0,2648.241,Y,M,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1289999999999054
201,Spectrogram 1,1,2660.599,2660.685,4291.4,11801.4,2660.64,7510.0,0.086,5718.8,25.7,2660.599,,2660.599,0.0,2660.685,Y,M,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08599999999978536
202,Spectrogram 1,1,2680.715,2680.789,5071.7,10338.4,2680.755,5266.7,0.07400000000000001,9281.2,34.4,2680.715,,2680.715,0.0,2680.789,Y,L,,,,,,,,,screech or squeak?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.07400000000006912
203,Spectrogram 1,1,2688.402,2688.494,4876.6,9753.2,2688.448,4876.6,0.092,7125.0,32.9,2688.402,,2688.402,0.0,2688.494,Y,L,,,,,,,,,screech or squeak?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.09200000000009823
204,Spectrogram 1,1,2703.08,2703.23,8485.3,12874.2,2703.203,4388.9,0.15,10781.2,43.0,2703.08,,2703.08,0.0,2703.23,Y,M,,,,,,,,,screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.15000000000009095
205,Spectrogram 1,1,2730.243,2730.342,3706.2,18578.3,2730.28,14872.1,0.099,4968.8,43.7,2730.243,,2730.243,0.0,2730.342,Y,H,,n?,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.09900000000016007
206,Spectrogram 1,1,2735.782,2735.932,3803.7,13264.3,2735.917,9460.6,0.15,5437.5,62.5,2735.782,,2735.782,0.0,2735.9320000000002,Y,M,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1499999999996362
207,Spectrogram 1,1,2738.489,2738.673,3862.6,27512.0,2738.653,23649.4,0.184,5062.5,49.2,2738.489,,2738.489,0.0,2738.673,Y,L,,,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,Y,,1,0.1839999999997417
209,Spectrogram 1,1,2741.483,2741.633,4779.1,13069.3,2741.491,8290.2,0.15,5812.5,46.2,2741.4829999999997,,2741.4829999999997,0.0,2741.633,Y,L,,,,,,,,,faint screech?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1499999999996362
210,Spectrogram 1,1,2744.516,2744.662,4096.3,11424.1,2744.5809999999997,7327.8,0.146,7593.8,35.1,2744.5159999999996,,2744.5159999999996,0.0,2744.6620000000003,Y,M,,n?,,,,,,,squeak,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1459999999997308
211,Spectrogram 1,1,2744.808,2744.975,4876.6,6632.2,2744.848,1755.6,0.16699999999999998,6281.2,32.0,2744.808,,2744.808,0.0,2744.975,Y,L,,,,,,,,,manatee?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.16699999999991633
212,Spectrogram 1,1,2746.174,2746.354,3121.0,15605.1,2746.2290000000003,12484.1,0.18,3562.5,51.1,2746.1740000000004,,2746.1740000000004,0.0,2746.3540000000003,Y,L,,,,,,,,,squeak?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.1799999999998363
213,Spectrogram 1,1,2748.355,2748.564,3316.1,15410.1,2748.552,12094.0,0.209,14718.8,50.3,2748.355,,2748.355,0.0,2748.5640000000003,Y,L,,,,,,,,,screech-faint,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.20899999999983265
214,Spectrogram 1,1,2751.392,2751.704,4096.3,16190.3,2751.427,12094.0,0.312,9000.0,44.5,2751.3920000000003,,2751.3920000000003,0.0,2751.704,Y,L,,,,,,,,,faint manatee?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.3120000000003529
215,Spectrogram 1,1,2756.498990155,2756.644,5559.3,8099.5,2756.555,2540.2,0.145,8062.5,29.6,2756.4990000000003,,2756.4990000000003,0.0,2756.6440000000002,Y,L,,,,,,,,,whine?,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.14500984500000413
216,Spectrogram 1,1,2763.103,2763.189,3901.3,12289.0,2763.179,8387.7,0.086,12281.2,35.1,2763.103,,2763.103,0.0,2763.1890000000003,Y,L,,,,,,,,,screech,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.08599999999978536
217,Spectrogram 1,1,2765.969,2766.085,4974.1,7217.4,2766.0209999999997,2243.3,0.11599999999999999,6187.5,28.1,2765.969,,2765.969,0.0,2766.085,Y,L,,,,,,,,,whine,,,,,170709035524,1.066,5392.924,2017-Jul-08-12-67407878-RestingHole1A,N,,1,0.11599999999998545
