Selection,View,Channel,begin_time,end_time,Low Freq (Hz),Delta Time (s),Delta Freq (Hz),High Freq (Hz),Inband Power (dB FS),Begin Date Time,SNR,NUM HARM,recording_filename,filename,StartMicInWater,EndMicInWater,filepath,label,call_length,split_type
5,Spectrogram 1,1,463.487096072,496.389546327,7414.634,0.0654,15798.481,23213.115,-94.09,2012/12/10  15:31:16.3895,0.0,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,32.90245025500002,val
504,Spectrogram 1,1,108.81302999999753,128.36697000000277,12330.174,0.1565,1829.639,14159.813,,2012/12/11  3:24:49.3915,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,19.55394000000524,val
38,Spectrogram 1,1,5529.944258,6003.630003628,8772.2,0.1281,6375.341,15147.541,-98.37,2012/12/10  17:03:03.6300,4.1,2,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,473.6857456279995,val
16,Spectrogram 1,1,1941.259112,1945.285038306,9357.8,0.123,1472.969,10830.769,-102.87,2012/12/10  15:55:25.2850,1.5,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,4.025926305999974,val
549,Spectrogram 1,1,1427.0872999999992,1535.6909900000028,12887.021,0.1304,1352.342,14239.363,,2012/12/11  3:48:16.7155,,3,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,108.60369000000355,val
560,Spectrogram 1,1,1657.7781899999973,1671.3491168649998,8352.699,0.1359,3266.349,11619.048,,2012/12/11  3:50:32.3736,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,13.570926865002548,val
480,Spectrogram 1,1,9662.424053333336,9665.703848455334,9864.14,0.1523,3767.86,13632.0,,2012/12/11  3:03:48.3560,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,3.279795121998177,val
506,Spectrogram 1,1,181.18940999999904,215.83297000000312,8114.05,0.2571,1988.738,10102.788,,2012/12/11  3:26:16.8575,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,34.64356000000407,val
43,Spectrogram 1,1,6048.081953588,6056.276781,9346.1,0.1613,1639.7,10985.8,-99.25,2012/12/10  17:03:56.2768,6.8,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,8.19482741199954,val
641,Spectrogram 1,1,8531.832706096997,8548.975574656004,5286.344,0.1927,12475.771,17762.115,,2012/12/11  5:45:10.0001,,3,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,17.142868559007184,val
159,Spectrogram 1,1,8242.375046666668,8254.071712095665,7381.814,0.1192,8752.64,16134.454,,2012/12/10  23:40:18.6335,,2,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,11.69666542899722,val
468,Spectrogram 1,1,8740.57347333333,9052.332003333337,12011.976,0.0894,1034.144,13046.12,,2012/12/11  2:53:34.9842,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,311.75853000000643,val
665,Spectrogram 1,1,9767.888318532998,9770.817334231004,5709.251,0.501,25162.996,30872.247,,2012/12/11  6:05:31.8418,,7,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,2.929015698005969,train
289,Spectrogram 1,1,870.7575633333327,878.4475236843355,9212.684,0.0809,2115.316,11328.0,,2012/12/11  0:37:21.0997,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,7.68996035100281,train
664,Spectrogram 1,1,9765.452500256004,9767.502904248002,4440.529,0.3854,29180.617,33621.145,,2012/12/11  6:05:28.5274,,8,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,2.0504039919978823,train
525,Spectrogram 1,1,652.9829600000012,676.5503099999987,12091.526,0.1304,1034.144,13125.67,,2012/12/11  3:33:57.5748,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,23.56734999999753,train
533,Spectrogram 1,1,829.9794200000033,874.3602600000013,11619.048,0.09,5643.196,17262.244,,2012/12/11  3:37:15.3848,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,44.38083999999799,train
138,Spectrogram 1,1,10130.80811,10142.723489999998,9132.141,0.1149,2206.935,11339.076,-100.97,2012/12/10  21:11:50.4570,,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,11.91537999999855,train
617,Spectrogram 1,1,6930.262815196002,7061.692416835998,8881.057,0.1773,10572.687,19453.744,,2012/12/11  5:20:22.7169,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,131.4296016399967,train
226,Spectrogram 1,1,10226.001996666666,10235.239926666663,5818.572,0.2273,989.949,6808.521,,2012/12/11  0:13:19.8018,,2,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,9.237929999997505,train
146,Spectrogram 1,1,5004.626916666668,5011.181396666667,9208.243,0.0689,1217.618,10425.861,,2012/12/10  22:46:15.7432,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,0,6.554479999998875,train
269,Spectrogram 1,1,709.8320087923348,718.1413431033361,7939.892,0.0938,8400.534,16340.426,,2012/12/11  0:34:40.7935,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,8.309334311001294,train
637,Spectrogram 1,1,8506.843011261,8510.920613098002,7189.427,0.239,16281.938,23471.366,,2012/12/11  5:44:31.9451,,5,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,4.077601837001566,train
616,Spectrogram 1,1,6831.484843450999,6930.031566625999,8669.604,0.2312,10149.78,18819.383,,2012/12/11  5:18:11.0561,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,98.5467231750008,train
483,Spectrogram 1,1,9760.972583333336,9972.716943333333,12568.823,0.4136,7207.177,19776.0,,2012/12/11  3:08:55.3691,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,211.74435999999696,train
515,Spectrogram 1,1,476.0833899999998,507.95072000000073,3500.179,0.0969,13046.12,16546.299,,2012/12/11  3:31:08.9752,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,31.867330000000948,train
42,Spectrogram 1,1,6044.316415092,6047.864331,7138.462,0.2176,4184.615,11323.077,-98.67,2012/12/10  17:03:47.8643,2.3,4,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,3.547915907999595,train
363,Spectrogram 1,1,4023.589683333332,4079.562113333333,12617.352,0.2795,900.0,13517.352,,2012/12/11  1:30:42.2143,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,55.97243000000117,train
651,Spectrogram 1,1,9647.132937061004,9660.182645376,5920.705,0.3237,22837.004,28757.709,,2012/12/11  6:03:41.2071,,5,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,13.049708314996678,train
95,Spectrogram 1,1,908.496439999999,930.3315700000004,8950.0,0.0978,1400.0,10350.0,-103.79,2012/12/10  18:38:18.0651,1.8,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,21.835130000001413,train
44,Spectrogram 1,1,6056.438072,6061.002493,8854.2,0.2285,5668.877,14523.077,-95.27,2012/12/10  17:04:01.0025,5.1,3,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,0,4.564421000000039,train
365,Spectrogram 1,1,4079.841603333334,4248.497083333336,8717.352,0.1975,11500.0,20217.352,,2012/12/11  1:33:31.1493,,3,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,168.65548000000217,train
134,Spectrogram 1,1,10060.466133858,10074.58717,4337.767,0.2106,9817.052,14154.819,-95.12,2012/12/10  21:10:42.3207,,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,0,14.121036141999866,train
584,Spectrogram 1,1,3150.8463300000003,3177.4992100000018,11619.048,0.1576,2222.567,13841.615,,2012/12/11  4:15:38.5237,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,26.65288000000146,train
648,Spectrogram 1,1,9636.310662338,9638.892938042998,5497.797,0.3315,28334.802,33832.599,,2012/12/11  6:03:19.9174,,9,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,2.5822757049973006,train
612,Spectrogram 1,1,5740.0182505990015,6501.657516829997,8669.604,0.2004,13955.947,22625.551,,2012/12/11  5:11:02.6820,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,761.6392662309954,train
367,Spectrogram 1,1,4595.501743333334,4598.553723333331,11317.352,0.1826,9000.0,20317.352,,2012/12/11  1:39:21.2059,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,3.051979999996547,train
316,Spectrogram 1,1,1432.0454433333362,1583.133193333335,11517.352,0.1975,2500.0,14017.352,,2012/12/11  0:49:05.7854,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,151.08774999999878,train
608,Spectrogram 1,1,5390.843350000003,5522.55343,6125.312,0.3577,7795.853,13921.165,,2012/12/11  4:54:43.5779,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,0,131.7100799999971,train
295,Spectrogram 1,1,900.8660033333364,904.6595533333312,9141.974,0.0559,1272.792,10414.766,,2012/12/11  0:37:47.3117,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,0,3.793549999994866,train
39,Spectrogram 1,1,6008.071818,6008.182033,9100.2,0.1102,1484.415,10584.615,-103.76,2012/12/10  17:03:08.0718,1.1,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,1,0.1102149999996982,test
184,Spectrogram 1,1,9177.153526666663,9177.241596666669,5596.413,0.0881,1291.479,6887.892,,2012/12/10  23:55:41.7154,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.0880700000052456,test
528,Spectrogram 1,1,721.8007712839972,721.964509999998,9943.689,0.1637,5294.406,15238.095,,2012/12/11  3:34:42.8253,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.1637387160008074,test
509,Spectrogram 1,1,309.4550999999992,309.5743500000026,7239.006,0.1193,1750.089,8989.095,,2012/12/11  3:27:50.4796,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.119250000003376,test
630,Spectrogram 1,1,8137.682693490999,8137.906233775997,6343.612,0.2235,12475.771,18819.383,,2012/12/11  5:38:18.7072,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.2235402849983074,test
491,Spectrogram 1,1,10307.065363333337,10307.266593333334,12250.625,0.2012,1511.441,13762.066,,2012/12/11  3:14:29.7175,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.20122999999694,test
195,Spectrogram 1,1,9565.606514810668,9566.092136808667,4840.336,0.4856,10285.714,15126.05,,2012/12/11  0:02:10.1683,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.4856219979992602,test
640,Spectrogram 1,1,8531.678540383,8531.832706096997,6555.066,0.1542,17550.661,24105.727,,2012/12/11  5:44:52.7030,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.1541657139969174,test
223,Spectrogram 1,1,10119.288463112664,10119.419277058669,5848.739,0.1308,15126.051,20974.79,,2012/12/11  0:11:23.8503,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.1308139460052189,test
328,Spectrogram 1,1,2766.2515133333363,2766.4005733333324,11517.352,0.1491,2400.0,13917.352,,2012/12/11  1:08:48.9037,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.1490599999960977,test
439,Spectrogram 1,1,7665.370573333334,7665.501003333331,9148.194,0.1304,1750.089,10898.283,,2012/12/11  2:30:28.0227,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.1304299999974318,test
154,Spectrogram 1,1,7151.109143952668,7151.274446666666,8903.838,0.1653,2390.28,11294.118,,2012/12/10  23:21:55.6710,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.1653027139982441,test
166,Spectrogram 1,1,8501.323936666668,8501.446466666668,12176.189,0.1225,1598.124,13774.313,-92.24,2012/12/10  23:44:25.8858,8.6,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.1225300000005518,test
668,Spectrogram 1,1,9782.495155499004,9782.772653784,5920.705,0.2775,26431.718,32352.423,-98.65,2012/12/11  6:05:43.5197,1.7,6,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.2774982849969092,test
64,Spectrogram 1,1,9899.734506,9899.819798,8861.538,0.0853,1868.728,10730.266,-100.49,2012/12/10  18:07:59.7345,3.7,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,1,0.0852919999997539,test
324,Spectrogram 1,1,2423.7409833333368,2423.893773333337,12217.352,0.1528,1300.0,13517.352,-102.54,2012/12/11  1:03:06.3932,1.0,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.1527900000000954,test
88,Spectrogram 1,1,420.04487999999947,420.1231399999997,9350.0,0.0783,1100.0,10450.0,-99.65,2012/12/10  18:29:47.7784,8.5,1,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,1,0.0782600000002275,test
19,Spectrogram 1,1,2018.926183572,2019.20562,8861.538,0.2794,2745.019,11606.557,-89.3,2012/12/10  15:56:38.9262,4.6,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,1,0.2794364280000536,test
648,Spectrogram 1,1,9638.892938042998,9639.224394327,5497.797,0.3315,28334.802,33832.599,,2012/12/11  6:03:19.9174,,9,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.3314562840023427,test
217,Spectrogram 1,1,10034.575496666668,10034.925786666669,5535.729,0.3503,11525.841,17061.57,,2012/12/11  0:09:59.1373,,4,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.3502900000003137,test
361,Spectrogram 1,1,4013.7331633333306,4013.874763333333,8817.352,0.1416,1300.0,10117.352,-93.32,2012/12/11  1:29:36.3853,3.3,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.1416000000021995,test
341,Spectrogram 1,1,3415.876253333336,3415.999233333336,12317.352,0.123,1900.0,14217.352,-99.95,2012/12/11  1:19:38.5284,1.3,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.1229800000000977,test
240,Spectrogram 1,1,10364.675736666668,10364.731626666668,12536.086,0.0559,989.95,13526.036,-93.64,2012/12/11  0:15:29.2376,0.3,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.0558899999996356,test
642,Spectrogram 1,1,8814.85790784,8815.058323268,7189.427,0.2004,13955.947,21145.374,-92.9,2012/12/11  5:49:35.8824,4.1,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.2004154280002694,test
66,Spectrogram 1,1,9912.552703927,9912.601759157,8615.385,0.0491,2215.384,10830.769,-101.23,2012/12/10  18:08:12.5527,0.7,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,1,0.0490552299997943,test
317,Spectrogram 1,1,1766.1516433333309,1766.2112633333309,12017.352,0.0596,3726.648,15744.0,-102.48,2012/12/11  0:52:08.8038,5.3,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.0596199999999953,test
662,Spectrogram 1,1,9759.401668669998,9759.779374669,6132.159,0.3777,22414.097,28546.256,,2012/12/11  6:05:20.4262,,5,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.3777059990025009,test
47,Spectrogram 1,1,6078.518879056,6078.643754,9428.1,0.1249,1894.977,11323.077,-103.85,2012/12/10  17:04:18.5189,1.2,1,67670025.2012121,67670025.201212101523,412.928221503,10102.45615,augmented_annotations2,1,0.124874944000112,test
587,Spectrogram 1,1,3648.0481100000034,3648.118920000001,9148.194,0.0708,1272.792,10420.986,-95.08,2012/12/11  4:23:29.0726,11.7,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.0708099999974365,test
259,Spectrogram 1,1,10746.376126666666,10746.551266666664,3555.83,0.1751,12162.237,15718.067,,2012/12/11  0:21:50.9380,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.1751399999975547,test
237,Spectrogram 1,1,10343.318176666668,10343.452336666664,12323.954,0.1342,1343.503,13667.457,-99.23,2012/12/11  0:15:07.8800,6.7,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.1341599999959726,test
81,Spectrogram 1,1,273.2892959849996,273.4126285559996,9310.345,0.1233,5786.429,15096.774,-92.24,2012/12/10  18:27:21.0228,8.6,3,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,1,0.1233325709999917,test
200,Spectrogram 1,1,9827.910316666668,9828.111546666669,8646.999,0.2012,3464.823,12111.822,,2012/12/11  0:06:32.4722,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.201230000000578,test
560,Spectrogram 1,1,1671.3491168649998,1671.485050000003,8352.699,0.1359,3266.349,11619.048,-94.22,2012/12/11  3:50:32.3736,0.8,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.1359331350031425,test
553,Spectrogram 1,1,1615.376191864998,1615.6432703379978,8952.381,0.2671,9904.762,18857.143,,2012/12/11  3:49:36.4007,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.2670784729998559,test
576,Spectrogram 1,1,2608.8787500000035,2608.979370000001,9466.392,0.1006,1113.693,10580.085,,2012/12/11  4:06:09.9033,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.1006199999974342,test
120,Spectrogram 1,1,5101.398579999999,5101.528780000001,9284.344,0.1302,4921.934,14206.278,-98.9,2012/12/10  19:47:49.1321,0.0,2,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,1,0.1302000000014231,test
570,Spectrogram 1,1,2454.0075,2454.152829999999,16148.551,0.1453,1272.792,17421.343,-96.1,2012/12/11  4:03:35.0320,4.8,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.1453299999989212,test
147,Spectrogram 1,1,5017.775306666666,5017.8403966666665,9132.141,0.0651,1445.923,10578.064,,2012/12/10  22:46:22.3371,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.0650900000000547,test
290,Spectrogram 1,1,882.5045433333362,882.5641633333362,9495.527,0.0596,707.107,10202.634,,2012/12/11  0:37:25.1567,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.0596199999999953,test
593,Spectrogram 1,1,3967.6881399999984,3967.9937100000025,12648.373,0.3056,2018.294,14666.667,,2012/12/11  4:28:48.7126,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.3055700000040815,test
625,Spectrogram 1,1,7811.616865078002,7811.840405363,10361.233,0.2235,10149.78,20511.013,,2012/12/11  5:32:52.6414,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.2235402849983074,test
305,Spectrogram 1,1,1035.941641360332,1036.044313333332,9141.974,0.1027,2570.026,11712.0,,2012/12/11  0:39:58.5938,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.1026719730000422,test
284,Spectrogram 1,1,785.0005190363299,785.1361733333324,7303.496,0.1357,4408.504,11712.0,,2012/12/11  0:35:47.6527,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.1356542970024747,test
192,Spectrogram 1,1,9502.937946666663,9503.071966666666,11382.202,0.134,1674.226,13056.428,,2012/12/11  0:01:07.4998,,2,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.1340200000031473,test
632,Spectrogram 1,1,8252.223770850003,8252.416477992003,8035.242,0.1927,10995.595,19030.837,,2012/12/11  5:40:13.2483,,3,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.1927071419995627,test
127,Spectrogram 1,1,5126.76599,5127.030209999999,8675.534,0.2642,10266.17,18941.704,-94.86,2012/12/10  19:48:14.4995,,3,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,1,0.2642199999991135,test
360,Spectrogram 1,1,4005.541243333333,4005.697666468332,9024.0,0.1564,4393.352,13417.352,,2012/12/11  1:29:28.1934,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.1564231349989313,test
269,Spectrogram 1,1,718.1413431033361,718.2351133333359,7939.892,0.0938,8400.534,16340.426,,2012/12/11  0:34:40.7935,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.0937702299997909,test
287,Spectrogram 1,1,838.269615320336,838.5748478603346,7488.0,0.3052,10560.0,18048.0,,2012/12/11  0:36:40.9218,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.305232539998542,test
529,Spectrogram 1,1,719.2814500000022,719.4789600000004,15909.903,0.1975,875.044,16784.947,,2012/12/11  3:34:40.3060,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.1975099999981466,test
229,Spectrogram 1,1,10286.822735524667,10287.454814951669,2621.849,0.6321,14722.689,17344.538,,2012/12/11  0:14:11.3846,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.6320794270013721,test
172,Spectrogram 1,1,9047.208938809668,9047.339626666668,6780.269,0.1307,6934.017,13714.286,,2012/12/10  23:53:31.7708,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.1306878569994296,test
118,Spectrogram 1,1,5089.85464,5089.984829999999,12328.391,0.1302,7043.806,19372.197,-92.8,2012/12/10  19:47:37.5881,,3,67670025.20121212,67670025.201212131511,273.2892959849996,10293.68387,augmented_annotations2,1,0.1301899999998568,test
263,Spectrogram 1,1,39.306843333331926,39.66086333333442,12677.508,0.354,1555.634,14233.142,,2012/12/11  0:23:21.9590,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.3540200000024924,test
476,Spectrogram 1,1,9466.544413333337,9466.779183333332,12250.625,0.2348,1829.639,14080.264,,2012/12/11  3:00:29.1966,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.2347699999954784,test
234,Spectrogram 1,1,10329.648346666663,10329.767586666663,8929.842,0.1192,1909.188,10839.03,,2012/12/11  0:14:54.2102,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.1192399999999906,test
293,Spectrogram 1,1,900.8036292653342,900.8660033333364,9495.527,0.0624,1448.473,10944.0,,2012/12/11  0:37:43.4558,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.0623740680022137,test
327,Spectrogram 1,1,2720.4423033333296,2720.6174533333324,8317.352,0.1752,10100.0,18417.352,,2012/12/11  1:08:03.0945,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.175150000002759,test
655,Spectrogram 1,1,9737.633944187,9737.942275613996,6555.066,0.3083,27488.987,34044.053,,2012/12/11  6:04:58.6584,,9,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.3083314269952097,test
441,Spectrogram 1,1,7672.599933333331,7672.648383333333,8909.545,0.0485,1352.342,10261.887,,2012/12/11  2:30:35.2521,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.0484500000020489,test
225,Spectrogram 1,1,10240.956336666666,10241.127756666669,12182.533,0.1714,1838.477,14021.01,,2012/12/11  0:13:25.5182,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.1714200000023993,test
592,Spectrogram 1,1,3953.880420000001,3954.096559999998,6443.511,0.2161,4375.223,10818.734,,2012/12/11  4:28:34.9049,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.2161399999972673,test
253,Spectrogram 1,1,10570.626576524668,10571.297197379668,2621.849,0.6706,12302.521,14924.37,,2012/12/11  0:18:55.1884,,1,67670025.20121215,67670025.201212161507,425.6730666666663,10760.440966666663,augmented_annotations2,1,0.6706208550003794,test
548,Spectrogram 1,1,1420.495170000002,1420.6032300000006,9625.491,0.1081,954.594,10580.085,,2012/12/11  3:46:21.5197,,1,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.1080599999986589,test
499,Spectrogram 1,1,10660.23101333333,10660.480683333337,15830.353,0.2497,954.594,16784.947,,2012/12/11  3:20:22.8832,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.2496700000065175,test
424,Spectrogram 1,1,7310.513113333334,7310.59881333333,9227.743,0.0857,1272.793,10500.536,,2012/12/11  2:24:33.1653,,2,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.0856999999959953,test
626,Spectrogram 1,1,7854.241251045998,7854.418541617,7400.881,0.1773,19453.744,26854.626,,2012/12/11  5:33:35.2658,,5,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.1772905710022314,test
620,Spectrogram 1,1,7220.447321626001,7220.616903911003,5286.344,0.1696,8246.696,13533.04,,2012/12/11  5:23:01.4718,,2,67670025.20121223,67670025.201212221503,12.793649999999616,30584.991493386,augmented_annotations2,1,0.1695822850015247,test
334,Spectrogram 1,1,3141.8820163603305,3141.9809633333352,9217.352,0.0989,2686.648,11904.0,,2012/12/11  1:15:04.5342,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.0989469730047858,test
349,Spectrogram 1,1,3743.509573333336,3743.6101833333305,12217.352,0.1006,1800.0,14017.352,,2012/12/11  1:25:06.1617,,1,67670025.2012122,67670025.201212191505,26.77731333333213,10766.23735333333,augmented_annotations2,1,0.1006099999945036,test
