Selection,View,channel,begin_time,end_time,Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Agg Entropy (bits),Center Freq (Hz),PFC Max Freq (Hz),PFC Min Freq (Hz),Max Freq (Hz),Annotation,filename,StartMicInWater,EndMicInWater,filepath,label,call_length
99,Spectrogram 1,1,527.9593793,528.3841097,2848.921,4057.554,0.4247,1208.633,-48.49,2.011,3562.5,3937.5,3000,3750,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.424730415
100,Spectrogram 1,1,528.9652258,529.2078728,4645.161,5109.677,0.2426,464.516,-59.04,1.576,4875,5062.5,4687.5,4687.5,N,211208_0074,16.51570323,609.9851867,annotations,1,0.242647017
101,Spectrogram 1,1,535.205951,535.3824215,4490.323,5264.516,0.1765,774.193,-57.31,1.859,4687.5,5250,4500,4687.5,N,211208_0074,16.51570323,609.9851867,annotations,1,0.176470558
102,Spectrogram 1,1,539.2071409,539.4142643,3971.223,4954.839,0.2071,983.616,-54.14,1.836,4500,4875,4125,4500,N,211208_0074,16.51570323,609.9851867,annotations,1,0.207123408
103,Spectrogram 1,1,540.4497878,540.8283668,2244.604,3884.892,0.3786,1640.288,-36.99,1.403,3562.5,3562.5,2250,3562.5,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.378579005
104,Spectrogram 1,1,548.9534842,549.100543,2787.097,3716.129,0.1471,929.032,-37.08,2.24,3187.5,3562.5,2812.5,2812.5,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.147058798
105,Spectrogram 1,1,550.071131,550.2917192,4180.645,5264.516,0.2206,1083.871,-55.9,2.396,4687.5,5250,4312.5,4312.5,N,211208_0074,16.51570323,609.9851867,annotations,1,0.220588197
106,Spectrogram 1,1,552.5123071,552.8505423,3251.613,4645.161,0.3382,1393.548,-52.53,1.813,3750,3937.5,3562.5,3750,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.338235235
107,Spectrogram 1,1,553.3661411,553.5279058,4645.161,5264.516,0.1618,619.355,-54.98,1.787,5062.5,5250,4687.5,4875,N,211208_0074,16.51570323,609.9851867,annotations,1,0.161764678
108,Spectrogram 1,1,564.5836696,564.7601402,4180.645,5109.677,0.1765,929.032,-56.54,1.92,4500,5062.5,4312.5,4312.5,N,211208_0074,16.51570323,609.9851867,annotations,1,0.176470558
109,Spectrogram 1,1,565.4071989,565.5836695,3096.774,3870.968,0.1765,774.194,-47.14,1.769,3375,3750,3187.5,3187.5,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.176470558
110,Spectrogram 1,1,566.6130811,566.8046032,4180.645,5264.516,0.1915,1083.871,-54.31,2.236,4500,5250,4312.5,4687.5,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.191522178
111,Spectrogram 1,1,572.7396477,572.9381771,3096.774,3716.129,0.1985,619.355,-41.28,0.872,3562.5,3562.5,3187.5,3562.5,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.198529378
112,Spectrogram 1,1,573.5495476,573.7260182,3716.129,4800,0.1765,1083.871,-52,2.397,4312.5,4687.5,3750,4312.5,N,211208_0074,16.51570323,609.9851867,annotations,1,0.176470558
113,Spectrogram 1,1,582.1105986,582.3311868,3406.452,4180.645,0.2206,774.193,-41.24,1.235,3750,3750,3562.5,3562.5,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.220588197
114,Spectrogram 1,1,583.1446451,583.3358216,4490.323,5264.516,0.1912,774.193,-59.9,2.041,4687.5,5250,4500,4500,N,211208_0074,16.51570323,609.9851867,annotations,1,0.191176438
115,Spectrogram 1,1,592.5929249,592.9311602,3406.452,4180.645,0.3382,774.193,-35.4,0.857,3562.5,4125,3562.5,3562.5,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.338235235
116,Spectrogram 1,1,593.4899836,593.6223365,4645.161,5264.516,0.1324,619.355,-50.32,1.908,5062.5,5250,4687.5,5250,N,211208_0074,16.51570323,609.9851867,annotations,1,0.132352918
117,Spectrogram 1,1,597.3061594,597.6257511,3096.774,4057.554,0.3196,960.78,-48.02,1.853,3750,3937.5,3187.5,3937.5,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.319591681
118,Spectrogram 1,1,598.2767475,598.4752768,4335.484,5264.516,0.1985,929.032,-46.75,2.235,4687.5,5250,4500,5062.5,Y,211208_0074,16.51570323,609.9851867,annotations,1,0.198529377
119,Spectrogram 1,1,609.0440104,609.220481,2941.935,3561.29,0.1765,619.355,-61.48,0.855,3375,3375,3000,3375,N,211208_0074,16.51570323,609.9851867,annotations,1,0.176470558
120,Spectrogram 1,1,609.8454809,609.9851867,4180.645,4954.839,0.1397,774.194,-51.65,1.54,4500,4875,4312.5,4500,N,211208_0074,16.51570323,609.9851867,annotations,1,0.139705858
1,Spectrogram 1,1,14.77299892,14.90535184,5060.703,5674.121,0.1324,613.418,-54.38,1.801,5437.5,5625,5062.5,5437.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.132352918
2,Spectrogram 1,1,24.42088362,24.62676594,3833.866,4753.994,0.2059,920.128,-57.55,1.821,3937.5,4687.5,3937.5,3937.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.205882318
62,Spectrogram 1,1,24.72168909,24.80648808,2071.942,4834.532,0.0848,2762.59,-38.9,2.563,3562.5,4687.5,2812.5,3562.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.08479899
3,Spectrogram 1,1,32.13751579,32.28457459,3220.447,3833.866,0.1471,613.419,-59.1,1.462,3562.5,3750,3375,3750,N,211209_0077,14.77299892,608.3550089,annotations,1,0.147058798
4,Spectrogram 1,1,35.64337498,35.92341024,2935.252,4907.348,0.28,1972.096,-44.32,2.494,4125,4875,3000,4312.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.280035257
5,Spectrogram 1,1,38.91477049,39.08388811,3067.093,3833.866,0.1691,766.773,-58.9,1.903,3375,3750,3187.5,3187.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.169117618
6,Spectrogram 1,1,40.42947611,40.78241722,3220.447,4140.575,0.3529,920.128,-48.7,1.383,3375,4125,3375,3375,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.352941115
7,Spectrogram 1,1,47.00795832,47.27266415,3067.093,3833.866,0.2647,766.773,-53.13,1.739,3562.5,3750,3187.5,3750,N,211209_0077,14.77299892,608.3550089,annotations,1,0.264705837
8,Spectrogram 1,1,55.26685466,55.62714872,2607.029,3833.866,0.3603,1226.837,-55.07,2.066,3375,3750,2625,3375,N,211209_0077,14.77299892,608.3550089,annotations,1,0.360294055
9,Spectrogram 1,1,68.8269271,69.1945741,2913.738,3833.866,0.3676,920.128,-59.29,2.191,3187.5,3750,3000,3750,N,211209_0077,14.77299892,608.3550089,annotations,1,0.367646995
10,Spectrogram 1,1,72.22697179,72.3960894,4907.348,5674.121,0.1691,766.773,-59.22,1.806,5437.5,5625,5062.5,5625,N,211209_0077,14.77299892,608.3550089,annotations,1,0.169117618
11,Spectrogram 1,1,77.57428648,77.66987469,3833.866,4447.284,0.0956,613.418,-52.38,1.006,4312.5,4312.5,4125,4312.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.095588218
12,Spectrogram 1,1,89.45883808,89.64266158,8434.505,9354.633,0.1838,920.128,-47.07,1.888,8812.5,9187.5,8437.5,8812.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.183823498
13,Spectrogram 1,1,96.02255584,96.1990264,4600.639,5674.121,0.1765,1073.482,-61.92,2.467,5250,5625,4687.5,5625,N,211209_0077,14.77299892,608.3550089,annotations,1,0.176470558
14,Spectrogram 1,1,101.0221939,101.2795468,3373.802,4293.93,0.2574,920.128,-47.74,1.962,3750,4125,3375,3937.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.257352896
15,Spectrogram 1,1,107.7283053,107.9268347,3833.866,4447.284,0.1985,613.418,-53.76,1.583,4125,4312.5,3937.5,4125,N,211209_0077,14.77299892,608.3550089,annotations,1,0.198529378
16,Spectrogram 1,1,125.4444106,125.7416828,1122.302,2158.273,0.2973,1035.971,-54.53,2.436,1687.5,2062.5,1125,1125,N,211209_0077,14.77299892,608.3550089,annotations,1,0.297272177
17,Spectrogram 1,1,126.2165178,126.3488707,7361.022,7821.086,0.1324,460.064,-53.6,0.714,7500,7687.5,7500,7500,N,211209_0077,14.77299892,608.3550089,annotations,1,0.132352918
18,Spectrogram 1,1,144.640694,144.7877528,4447.284,5060.703,0.1471,613.419,-54.16,0.98,4875,4875,4500,4875,N,211209_0077,14.77299892,608.3550089,annotations,1,0.147058798
19,Spectrogram 1,1,170.3264192,170.7574807,2762.59,3833.866,0.4311,1071.276,-44.15,1.873,3375,3750,2812.5,3375,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.431061533
20,Spectrogram 1,1,173.2654838,173.5301897,3833.866,4447.284,0.2647,613.418,-45.04,1.48,3937.5,4312.5,3937.5,3937.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.264705837
21,Spectrogram 1,1,183.9320858,184.0938505,7667.732,8127.796,0.1618,460.064,-65.15,1.564,7875,8062.5,7687.5,8062.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.161764678
22,Spectrogram 1,1,184.7114975,185.0644386,2848.921,3987.22,0.3529,1138.299,-51.82,2.205,3375,3937.5,3000,3187.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.352941116
23,Spectrogram 1,1,190.8881098,191.2395268,2760.383,4143.885,0.3514,1383.502,-48.8,2.002,3375,4125,3000,3375,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.351416976
24,Spectrogram 1,1,191.7689385,191.945409,8127.796,8894.569,0.1765,766.773,-59.94,1.985,8625,8812.5,8250,8250,N,211209_0077,14.77299892,608.3550089,annotations,1,0.176470557
25,Spectrogram 1,1,222.9135723,223.3326899,3067.093,4140.575,0.4191,1073.482,-41.73,2.061,3562.5,4125,3187.5,3375,N,211209_0077,14.77299892,608.3550089,annotations,1,0.419117574
26,Spectrogram 1,1,227.8231137,228.1025254,3220.447,3987.22,0.2794,766.773,-43.75,1.781,3562.5,3937.5,3375,3375,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.279411716
27,Spectrogram 1,1,233.7917841,234.1153134,2913.738,3527.157,0.3235,613.419,-50.79,1.5,3187.5,3375,3000,3187.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.323529356
28,Spectrogram 1,1,235.8514437,236.0205613,4293.93,5060.703,0.1691,766.773,-55.67,1.705,4687.5,4875,4312.5,4500,N,211209_0077,14.77299892,608.3550089,annotations,1,0.169117618
29,Spectrogram 1,1,239.3092046,239.6915575,2913.738,3680.511,0.3824,766.773,-50.16,1.675,3187.5,3562.5,3000,3187.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.382352875
30,Spectrogram 1,1,261.0759658,261.3994951,3527.157,3987.22,0.3235,460.063,-46,1.56,3750,3937.5,3562.5,3750,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.323529356
31,Spectrogram 1,1,295.0294772,295.3456536,3833.866,4600.639,0.3162,766.773,-48.93,1.99,4312.5,4500,3937.5,4500,N,211209_0077,14.77299892,608.3550089,annotations,1,0.316176416
32,Spectrogram 1,1,321.3451542,321.6907424,5214.058,5827.476,0.3456,613.418,-61.72,1.819,5437.5,5812.5,5250,5250,N,211209_0077,14.77299892,608.3550089,annotations,1,0.345588175
33,Spectrogram 1,1,322.6833893,323.0363304,2913.738,3833.866,0.3529,920.128,-42.55,2.058,3562.5,3750,3187.5,3187.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.352941116
34,Spectrogram 1,1,325.6622229,326.022517,3067.093,3833.866,0.3603,766.773,-49.86,1.515,3375,3750,3187.5,3187.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.360294055
35,Spectrogram 1,1,328.8271574,329.1941393,2760.383,3625.899,0.367,865.516,-44.64,1.424,3187.5,3375,3000,3187.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.366981928
36,Spectrogram 1,1,337.718821,338.0423504,2607.029,3220.447,0.3235,613.418,-54.45,1.803,3000,3187.5,2625,3000,N,211209_0077,14.77299892,608.3550089,annotations,1,0.323529356
37,Spectrogram 1,1,341.5243479,341.8331714,3373.802,4293.93,0.3088,920.128,-51.02,1.669,3750,4125,3375,3750,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.308823476
38,Spectrogram 1,1,344.8894823,345.0365411,6900.958,7667.732,0.1471,766.774,-60.92,1.954,7125,7500,6937.5,7500,N,211209_0077,14.77299892,608.3550089,annotations,1,0.147058798
39,Spectrogram 1,1,348.3315511,348.7266562,2913.738,4447.284,0.3951,1533.546,-50.22,2.031,3375,4312.5,3187.5,3375,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.395105079
40,Spectrogram 1,1,358.4326869,358.8150397,2453.674,3527.157,0.3824,1073.483,-53.89,1.948,3187.5,3375,2625,3187.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.382352875
41,Spectrogram 1,1,369.0280943,369.1972119,4293.93,5060.703,0.1691,766.773,-62.48,1.882,4687.5,4875,4312.5,4875,N,211209_0077,14.77299892,608.3550089,annotations,1,0.169117618
42,Spectrogram 1,1,371.8663291,372.3001525,2607.029,3798.561,0.4338,1191.532,-44.52,1.922,3187.5,3750,2812.5,3375,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.433823454
43,Spectrogram 1,1,378.506785,378.8670791,2607.029,3833.866,0.3603,1226.837,-46.45,1.577,3187.5,3750,2812.5,3187.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.360294055
44,Spectrogram 1,1,396.7870881,397.1326763,2913.738,3833.866,0.3456,920.128,-45.09,1.92,3187.5,3750,3000,3187.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.345588176
45,Spectrogram 1,1,412.7641376,413.1097258,2453.674,3527.157,0.3456,1073.483,-51.67,2.211,3000,3375,2625,3375,N,211209_0077,14.77299892,608.3550089,annotations,1,0.345588175
46,Spectrogram 1,1,414.3450197,414.5214902,4293.93,5060.703,0.1765,766.773,-42.27,1.09,4875,4875,4312.5,4875,N,211209_0077,14.77299892,608.3550089,annotations,1,0.176470558
47,Spectrogram 1,1,446.0361085,446.3519062,2848.921,3884.892,0.3158,1035.971,-51.05,2.087,3375,3750,3187.5,3375,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.315797706
48,Spectrogram 1,1,465.8167326,465.9417326,3987.22,4600.639,0.125,613.419,-45.3,1.354,4312.5,4500,4312.5,4500,N,211209_0077,14.77299892,608.3550089,annotations,1,0.124999978
49,Spectrogram 1,1,468.4589644,468.8534968,2762.59,4575.54,0.3945,1812.95,-47.21,2.478,3375,4500,2812.5,3562.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.394532364
50,Spectrogram 1,1,483.1085501,483.4026677,3067.093,3680.511,0.2941,613.418,-46.35,1.499,3375,3562.5,3187.5,3562.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.294117596
51,Spectrogram 1,1,490.3985603,490.6955923,2913.738,4143.885,0.297,1230.147,-44.15,1.453,3562.5,3750,3187.5,3562.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.297031996
52,Spectrogram 1,1,507.5026776,507.8556187,3373.802,3987.22,0.3529,613.418,-55.22,1.516,3375,3937.5,3375,3750,N,211209_0077,14.77299892,608.3550089,annotations,1,0.352941115
53,Spectrogram 1,1,520.4503253,520.7885605,3220.447,3833.866,0.3382,613.419,-56.57,1.554,3562.5,3750,3375,3562.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.338235235
54,Spectrogram 1,1,522.9253966,523.0724554,4753.994,5367.412,0.1471,613.418,-63.05,1.442,4875,5250,4875,4875,N,211209_0077,14.77299892,608.3550089,annotations,1,0.147058798
55,Spectrogram 1,1,524.2562788,524.4033375,3067.093,3373.802,0.1471,306.709,-60.73,0,3187.5,3187.5,3187.5,3187.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.147058798
56,Spectrogram 1,1,525.4851944,525.6606903,4293.93,5956.835,0.1755,1662.905,-42.65,2.714,5250,5625,4312.5,4875,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.175495882
57,Spectrogram 1,1,528.708036,529.0021536,3373.802,4140.575,0.2941,766.773,-46.86,2.122,3937.5,4125,3375,4125,N,211209_0077,14.77299892,608.3550089,annotations,1,0.294117596
58,Spectrogram 1,1,546.204737,546.4915016,3373.802,4447.284,0.2868,1073.482,-43.11,2.494,3937.5,4312.5,3375,4312.5,N,211209_0077,14.77299892,608.3550089,annotations,1,0.286764656
59,Spectrogram 1,1,581.6005177,582.0564,2676.259,4316.547,0.4559,1640.288,-44.13,2.428,3750,4312.5,2812.5,3937.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.455882274
60,Spectrogram 1,1,588.1328706,588.4493842,2935.252,4600.639,0.3165,1665.387,-40.94,2.013,3562.5,4500,3000,3562.5,Y,211209_0077,14.77299892,608.3550089,annotations,1,0.316513599
61,Spectrogram 1,1,608.0124737,608.3550089,1899.281,3373.802,0.3425,1474.521,-42.96,2.578,2625,3187.5,2062.5,2437.5,,211209_0077,14.77299892,608.3550089,annotations,1,0.342535246
1,Spectrogram 1,1,40.63984103,40.81631159,1840.256,2760.383,0.1765,920.127,-54.33,2.182,2437.5,2625,1875,2250,N,211210_0079,40.63984103,346.6577173,annotations,1,0.176470557
2,Spectrogram 1,1,59.82447991,59.96418577,3680.511,4293.93,0.1397,613.419,-42.4,1.554,3937.5,4125,3750,3937.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.139705858
3,Spectrogram 1,1,75.88120037,76.16796503,5060.703,5520.767,0.2868,460.064,-49.59,1.555,5250,5437.5,5062.5,5062.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.286764657
4,Spectrogram 1,1,103.9088484,104.0706131,1380.192,1993.61,0.1618,613.418,-31.47,0.773,1500,1875,1500,1500,N,211210_0079,40.63984103,346.6577173,annotations,1,0.161764677
5,Spectrogram 1,1,110.299673,110.5049068,1812.95,3067.093,0.2052,1254.143,-56.67,2.397,2062.5,3000,1875,1875,N,211210_0079,40.63984103,346.6577173,annotations,1,0.205233827
6,Spectrogram 1,1,112.7843182,113.0196123,3539.568,5214.058,0.2353,1674.49,-50.39,2.082,4875,5062.5,3937.5,4875,N,211210_0079,40.63984103,346.6577173,annotations,1,0.235294077
7,Spectrogram 1,1,115.2334991,115.5790872,3987.22,4753.994,0.3456,766.774,-42.91,1.857,4312.5,4687.5,4125,4125,N,211210_0079,40.63984103,346.6577173,annotations,1,0.345588176
8,Spectrogram 1,1,119.1469925,119.4264042,1993.61,2760.383,0.2794,766.773,-56.31,1.995,2437.5,2625,2062.5,2437.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.279411716
9,Spectrogram 1,1,120.0911876,120.3823529,2158.273,3712.23,0.2912,1553.957,-53.07,1.882,3000,3562.5,2250,3000,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.291165256
10,Spectrogram 1,1,121.9456591,122.2691884,1533.546,2848.921,0.3235,1315.375,-43.87,2.006,1687.5,2812.5,1687.5,1687.5,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.323529356
11,Spectrogram 1,1,122.6870558,123.0201776,1993.61,3366.906,0.3331,1373.296,-49.71,2.127,2625,3187.5,2062.5,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.333121856
12,Spectrogram 1,1,126.6429516,126.8267751,1993.61,2913.738,0.1838,920.128,-44.89,1.949,2625,2625,2250,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.183823498
13,Spectrogram 1,1,127.451775,127.7164808,2453.674,3680.511,0.2647,1226.837,-53.41,1.654,3000,3562.5,3000,3000,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.264705837
14,Spectrogram 1,1,130.0967751,130.3100104,3833.866,5525.18,0.2132,1691.314,-41.31,1.564,4875,5250,4125,4875,N,211210_0079,40.63984103,346.6577173,annotations,1,0.213235257
15,Spectrogram 1,1,130.8128172,130.9672289,2300.319,3220.447,0.1544,920.128,-52.07,1.487,3187.5,3187.5,2437.5,3187.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.154411738
16,Spectrogram 1,1,131.4598759,131.7172288,2300.319,3220.447,0.2574,920.128,-53.24,1.852,3000,3187.5,2437.5,3187.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.257352897
17,Spectrogram 1,1,134.6294222,134.9676574,4140.575,5214.058,0.3382,1073.483,-37.2,1.037,5062.5,5062.5,4312.5,5062.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.338235236
18,Spectrogram 1,1,135.7617749,135.9455984,2676.259,4057.554,0.1838,1381.295,-47.14,2.402,3375,3750,3187.5,3562.5,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.183823497
19,Spectrogram 1,1,137.9382451,138.2323627,2300.319,2913.738,0.2941,613.419,-45.79,1.429,2625,2812.5,2437.5,2437.5,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.294117596
20,Spectrogram 1,1,138.938245,139.2397155,2607.029,3373.802,0.3015,766.773,-37.14,1.851,3000,3187.5,2625,3187.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.301470536
21,Spectrogram 1,1,141.8361867,142.159716,3987.22,5674.121,0.3235,1686.901,-36.53,1.773,5250,5625,4125,5250,N,211210_0079,40.63984103,346.6577173,annotations,1,0.323529355
22,Spectrogram 1,1,143.7626569,144.0788333,2913.738,3833.866,0.3162,920.128,-47.48,1.405,3187.5,3750,3000,3187.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.316176415
23,Spectrogram 1,1,146.3876565,146.6670682,1686.901,3067.093,0.2794,1380.192,-43.28,1.561,2625,2625,1687.5,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.279411716
24,Spectrogram 1,1,148.8785398,149.216775,2146.965,3373.802,0.3382,1226.837,-39.2,1.76,2625,3187.5,2250,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.338235235
25,Spectrogram 1,1,151.8076575,152.1238339,2453.674,3987.22,0.3162,1533.546,-39.36,1.711,3187.5,3937.5,2625,3187.5,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.316176416
26,Spectrogram 1,1,153.9917751,154.2638338,1993.61,3220.447,0.2721,1226.837,-38.01,1.9,2625,2625,2250,2250,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.272058776
27,Spectrogram 1,1,156.1008884,156.3814805,2503.597,3527.157,0.2806,1023.56,-41.16,1.547,3187.5,3375,2812.5,3000,N,211210_0079,40.63984103,346.6577173,annotations,1,0.280592144
28,Spectrogram 1,1,159.7197152,160.0653034,1381.295,3107.914,0.3456,1726.619,-45.1,2.298,2625,3000,1500,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.345588175
29,Spectrogram 1,1,162.6871829,163.032771,1993.61,3220.447,0.3456,1226.837,-37.62,1.499,2625,2625,2062.5,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.345588175
30,Spectrogram 1,1,163.1136534,163.3979688,2607.029,4143.885,0.2843,1536.856,-43.55,2.601,3000,4125,2625,2812.5,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.28431537
31,Spectrogram 1,1,166.3489469,166.6577704,1993.61,3220.447,0.3088,1226.837,-34.49,1.381,2625,2625,2062.5,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.308823476
32,Spectrogram 1,1,171.9500104,172.2661868,1993.61,3220.447,0.3162,1226.837,-36.38,1.352,2625,2625,2062.5,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.316176416
33,Spectrogram 1,1,172.4070433,172.7177116,2762.59,6561.151,0.3107,3798.561,-48.84,3.833,5437.5,6375,3000,3375,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.310668323
34,Spectrogram 1,1,176.0582455,176.3229513,1686.901,2760.383,0.2647,1073.482,-35.12,1.152,2625,2625,1687.5,2625,N,211210_0079,40.63984103,346.6577173,annotations,1,0.264705837
35,Spectrogram 1,1,178.9111862,179.2284217,2300.319,3527.157,0.3172,1226.838,-40.1,1.519,2625,3000,2437.5,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.317235548
36,Spectrogram 1,1,179.8744213,180.1661597,2453.674,3373.802,0.2917,920.128,-44.41,1.537,3000,3187.5,2625,3000,N,211210_0079,40.63984103,346.6577173,annotations,1,0.291738444
37,Spectrogram 1,1,184.0764808,184.3853043,2300.319,3680.511,0.3088,1380.192,-42.7,1.683,2625,3562.5,2437.5,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.308823475
38,Spectrogram 1,1,184.4735396,184.6426572,2607.029,3833.866,0.1691,1226.837,-42.33,1.715,3187.5,3187.5,3000,3187.5,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.169117618
39,Spectrogram 1,1,188.6041889,188.83213,4753.994,5827.476,0.2279,1073.482,-31.64,2.036,5250,5625,4875,5250,N,211210_0079,40.63984103,346.6577173,annotations,1,0.227941137
40,Spectrogram 1,1,194.8616239,195.1864177,1812.95,3373.802,0.3248,1560.852,-38.94,2.21,2625,3000,1875,2250,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.324793809
41,Spectrogram 1,1,195.7488336,196.1238335,3220.447,4447.284,0.375,1226.837,-50.32,2.078,3562.5,4125,3375,3375,N,211210_0079,40.63984103,346.6577173,annotations,1,0.374999935
42,Spectrogram 1,1,198.3664802,198.6887126,1840.256,3067.093,0.3222,1226.837,-44.99,1.803,2625,2625,1875,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.322232376
43,Spectrogram 1,1,203.1929511,203.5238334,2158.273,3280.576,0.3309,1122.302,-39.08,1.945,2625,3187.5,2250,3187.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.330882296
44,Spectrogram 1,1,207.5511864,207.8967746,1812.95,3067.093,0.3456,1254.143,-31.82,1.387,2625,2812.5,1875,2625,Y,211210_0079,40.63984103,346.6577173,annotations,1,0.345588175
45,Spectrogram 1,1,218.2406316,218.3656316,3220.447,3833.866,0.125,613.419,-43.16,0.495,3375,3750,3375,3375,N,211210_0079,40.63984103,346.6577173,annotations,1,0.124999978
46,Spectrogram 1,1,220.2112195,220.5273959,2146.965,3220.447,0.3162,1073.482,-52.36,2.092,2625,3187.5,2250,2250,N,211210_0079,40.63984103,346.6577173,annotations,1,0.316176416
47,Spectrogram 1,1,228.6335493,228.8761963,4447.284,5060.703,0.2426,613.419,-50.69,0.349,4875,4875,4500,4875,N,211210_0079,40.63984103,346.6577173,annotations,1,0.242647016
48,Spectrogram 1,1,232.4423722,232.6188428,1993.61,3220.447,0.1765,1226.837,-54.03,2.526,2437.5,3000,2062.5,2625,N,211210_0079,40.63984103,346.6577173,annotations,1,0.176470557
49,Spectrogram 1,1,243.8493509,244.0331744,3373.802,4140.575,0.1838,766.773,-52.38,1.663,3562.5,4125,3375,3562.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.183823498
50,Spectrogram 1,1,246.8905985,247.1185397,4447.284,5060.703,0.2279,613.419,-57.87,1.282,4875,4875,4500,4875,N,211210_0079,40.63984103,346.6577173,annotations,1,0.227941137
51,Spectrogram 1,1,247.5679616,247.8253145,7207.668,7821.086,0.2574,613.418,-57.07,1.545,7500,7687.5,7312.5,7312.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.257352896
52,Spectrogram 1,1,253.0126573,253.174422,6287.54,7361.022,0.1618,1073.482,-57.21,2.267,6937.5,7312.5,6375,6937.5,N,211210_0079,40.63984103,346.6577173,annotations,1,0.161764677
