label,Selection,Delta Time (s),begin_time,View,StartMicInWater,EndMicInWater,Low Freq (Hz),High Freq (Hz),filepath,call_length,end_time,Delta Freq (Hz),filename,split_type
0,134,0.2132,516.503367271,Spectrogram 1,16.938526557,600.986650538,4000.0,5230.769,annotations,1.2573527230000536,517.760719994,1230.769,220225_0105,test
0,135,0.1838,517.973955251,Spectrogram 1,16.938526557,600.986650538,4000.0,4769.231,annotations,5.83476177,523.808717021,769.2310000000001,220225_0105,test
0,136,0.2206,523.992540519,Spectrogram 1,16.938526557,600.986650538,2923.077,3538.462,annotations,0.6764704709999023,524.66901099,615.385,220225_0105,test
0,137,0.2206,524.8895991869999,Spectrogram 1,16.938526557,600.986650538,3384.615,4153.846,annotations,5.554329074000067,530.443928261,769.2310000000001,220225_0105,test
0,138,0.2574,530.664516458,Spectrogram 1,16.938526557,600.986650538,4307.692,4923.077,annotations,0.7573528100000431,531.421869268,615.385,220225_0105,test
0,139,0.2647,531.6792221640001,Spectrogram 1,16.938526557,600.986650538,2769.231,3538.462,annotations,5.601023414999987,537.280245579,769.2310000000001,220225_0105,test
0,140,0.2059,537.544951415,Spectrogram 1,16.938526557,600.986650538,4000.0,4769.231,annotations,0.4338234540000485,537.9787748690001,769.2310000000001,220225_0105,test
0,141,0.3115,538.184657186,Spectrogram 1,16.938526557,600.986650538,2848.921,4153.846,annotations,5.658205640000006,543.842862826,1304.925,220225_0105,test
0,142,0.1985,544.154411043,Spectrogram 1,16.938526557,600.986650538,4461.538,4923.077,annotations,0.7346322470000359,544.88904329,461.539,220225_0105,test
0,143,0.2941,545.087572668,Spectrogram 1,16.938526557,600.986650538,3230.769,3846.154000000002,annotations,4.416363668000031,549.503936336,615.385,220225_0105,test
0,144,0.2426,549.798053932,Spectrogram 1,16.938526557,600.986650538,4153.846,5076.923,annotations,1.154411563999929,550.952465496,923.077,220225_0105,test
0,145,0.1838,551.195112513,Spectrogram 1,16.938526557,600.986650538,4000.0,5076.923,annotations,4.187642658999948,555.382755172,1076.923,220225_0105,test
0,146,0.34,555.56657867,Spectrogram 1,16.938526557,600.986650538,3230.769,4153.846,annotations,0.439417609999964,556.00599628,923.077,220225_0105,test
0,147,0.2574,556.345990299,Spectrogram 1,16.938526557,600.986650538,3538.462,4153.846,annotations,4.816887066999925,561.162877366,615.384,220225_0105,test
0,148,0.2206,561.420230262,Spectrogram 1,16.938526557,600.986650538,3076.923,4153.846,annotations,7.840558642000018,569.260788904,1076.923,220225_0105,test
0,149,0.1912,569.481377101,Spectrogram 1,16.938526557,600.986650538,4153.846,5230.769,annotations,2.4315480870000097,571.912925188,1076.923,220225_0105,test
0,150,0.3015,572.104101625,Spectrogram 1,16.938526557,600.986650538,3230.769,4000.0,annotations,2.6397054239999997,574.743807049,769.2310000000001,220225_0105,test
0,151,0.2353,575.045277585,Spectrogram 1,16.938526557,600.986650538,3230.769,4153.846,annotations,7.1187124680000124,582.163990053,923.077,220225_0105,test
0,152,0.223,582.39928413,Spectrogram 1,16.938526557,600.986650538,3971.223,5384.615,annotations,0.6152210430000196,583.014505173,1413.392,220225_0105,test
0,153,0.3088,583.237519279,Spectrogram 1,16.938526557,600.986650538,3076.923,3846.154000000002,annotations,8.329853065999941,591.567372345,769.2310000000001,220225_0105,test
0,154,0.1838,591.876195821,Spectrogram 1,16.938526557,600.986650538,4153.846,5076.923,annotations,0.6029410709999183,592.4791368919999,923.077,220225_0105,test
0,155,0.2132,592.66296039,Spectrogram 1,16.938526557,600.986650538,3692.308,4769.231,annotations,7.397219720000066,600.06018011,1076.923,220225_0105,test
0,156,0.0956,600.273415367,Spectrogram 1,16.938526557,600.986650538,3076.923,3692.308,annotations,0.6176469520000865,600.8910623190001,615.385,220225_0105,test
0,2,0.1767,249.828539336,Spectrogram 1,249.527492268,599.682570036,7146.066999999999,7550.562,annotations,20.865407961000045,270.693947297,404.495,220225_0106,test
0,3,0.2291,270.87064883700003,Spectrogram 1,249.527492268,599.682570036,6741.573,7415.73,annotations,13.479160192999986,284.34980903,674.1569999999998,220225_0106,test
0,4,0.2094,284.578866582,Spectrogram 1,249.527492268,599.682570036,3370.7870000000007,4044.944,annotations,6.47068342,291.049550002,674.1569999999998,220225_0106,test
0,5,0.1571,291.258974049,Spectrogram 1,249.527492268,599.682570036,3101.1240000000007,4179.775,annotations,16.40627127399995,307.665245323,1078.651,220225_0106,test
0,6,0.1636,307.822313359,Spectrogram 1,249.527492268,599.682570036,6876.404,7685.393,annotations,42.585260155000014,350.4075735140001,808.9889999999998,220225_0106,test
0,7,0.2487,350.571186051,Spectrogram 1,249.527492268,599.682570036,3235.955,3910.112,annotations,12.788248195999984,363.359434247,674.1569999999998,220225_0106,test
0,8,0.2749,363.608125303,Spectrogram 1,249.527492268,599.682570036,6471.91,7550.562,annotations,32.716161201000034,396.324286504,1078.652,220225_0106,test
0,9,0.0982,396.599155566,Spectrogram 1,249.527492268,599.682570036,4314.607,4988.764,annotations,18.12525950500003,414.724415071,674.1569999999998,220225_0106,test
0,10,0.144,414.8225825930001,Spectrogram 1,249.527492268,599.682570036,4719.101,5393.258000000002,annotations,2.6047115899999653,417.427294183,674.1569999999998,220225_0106,test
0,11,0.216,417.571273215,Spectrogram 1,249.527492268,599.682570036,3370.7870000000007,4314.607,annotations,11.344201195999974,428.915474411,943.82,220225_0106,test
0,12,0.1767,429.13144296,Spectrogram 1,249.527492268,599.682570036,4449.438,5393.258000000002,annotations,0.8246071869999696,429.956050147,943.82,220225_0106,test
0,13,0.2487,430.132751687,Spectrogram 1,249.527492268,599.682570036,3370.7870000000007,3910.112,annotations,5.511672572999999,435.64442426,539.325,220225_0106,test
0,14,0.2291,435.893115316,Spectrogram 1,249.527492268,599.682570036,2966.292,4044.944,annotations,26.70853615499999,462.601651471,1078.652,220225_0106,test
0,15,0.2749,462.83070902300005,Spectrogram 1,249.527492268,599.682570036,6471.91,7146.066999999999,annotations,9.418171078999933,472.248880102,674.1569999999998,220225_0106,test
0,16,0.1832,472.523749164,Spectrogram 1,249.527492268,599.682570036,12539.326,13213.483,annotations,7.738030894999953,480.261780059,674.1569999999998,220225_0106,test
0,17,0.1309,480.445026101,Spectrogram 1,249.527492268,599.682570036,4449.438,5393.258000000002,annotations,25.55397749099995,505.999003592,943.82,220225_0106,test
0,18,0.2094,506.129893622,Spectrogram 1,249.527492268,599.682570036,2831.461,3640.449,annotations,0.7526176699999496,506.882511292,808.988,220225_0106,test
0,19,0.1702,507.09193534,Spectrogram 1,249.527492268,599.682570036,4584.27,5393.258000000002,annotations,2.2971200199999657,509.38905536,808.988,220225_0106,test
0,20,0.2094,509.55921239800006,Spectrogram 1,249.527492268,599.682570036,4853.933,5932.584,annotations,6.193308351999973,515.75252075,1078.651,220225_0106,test
0,21,0.2356,515.961944798,Spectrogram 1,249.527492268,599.682570036,2831.461,3910.112,annotations,1.1060207500000845,517.0679655480001,1078.651,220225_0106,test
0,22,0.2094,517.3035676019999,Spectrogram 1,249.527492268,599.682570036,4853.933,5393.258000000002,annotations,9.628524240000049,526.932091842,539.325,220225_0106,test
0,23,0.1702,527.14151589,Spectrogram 1,249.527492268,599.682570036,2831.461,3775.281,annotations,0.8507429179999235,527.992258808,943.82,220225_0106,test
0,24,0.216,528.1624158459999,Spectrogram 1,249.527492268,599.682570036,2966.292,3775.281,annotations,15.2371754400001,543.399591286,808.9889999999998,220225_0106,test
0,25,0.2356,543.615559834,Spectrogram 1,249.527492268,599.682570036,3235.955,4314.607,annotations,14.430011065000029,558.045570899,1078.652,220225_0106,test
0,26,0.1702,558.281172952,Spectrogram 1,249.527492268,599.682570036,1617.9779999999996,2561.798,annotations,29.710324926999988,587.991497879,943.82,220225_0106,test
0,27,0.2421,588.161654917,Spectrogram 1,249.527492268,599.682570036,4584.27,5258.427,annotations,11.278768564000076,599.440423481,674.1569999999998,220225_0106,test
0,2,0.2426,183.032099279,Spectrogram 1,182.892393421,593.530667871,3235.955,4044.944,annotations,50.72524212099997,233.7573414,808.9889999999998,220225_0108,test
0,3,0.2721,233.999988417,Spectrogram 1,182.892393421,593.530667871,3101.1240000000007,4179.775,annotations,16.618550682999995,250.6185391,1078.651,220225_0108,test
0,4,0.2353,250.890597876,Spectrogram 1,182.892393421,593.530667871,2831.461,4179.775,annotations,10.840309239999984,261.730907116,1348.314,220225_0108,test
0,5,0.1774,261.966201193,Spectrogram 1,182.892393421,593.530667871,4314.607,5528.09,annotations,0.5294116729999699,262.495612866,1213.483,220225_0108,test
0,6,0.2206,262.673030747,Spectrogram 1,182.892393421,593.530667871,3101.1240000000007,3775.281,annotations,11.822190712000008,274.495221459,674.1569999999998,220225_0108,test
0,7,0.3309,274.715809656,Spectrogram 1,182.892393421,593.530667871,3101.1240000000007,3775.281,annotations,5.7091232750000245,280.424932931,674.1569999999998,220225_0108,test
0,8,0.1985,280.755815226,Spectrogram 1,182.892393421,593.530667871,2831.461,3775.281,annotations,39.64521005900002,320.401025285,943.82,220225_0108,test
0,9,0.2848,320.599554662,Spectrogram 1,182.892393421,593.530667871,2503.597,4057.554,annotations,39.948851003000016,360.548405665,1553.957,220225_0108,test
0,10,0.2206,360.833224852,Spectrogram 1,182.892393421,593.530667871,2966.292,4044.944,annotations,62.049963005000045,422.883187857,1078.652,220225_0108,test
0,11,0.2426,423.103776054,Spectrogram 1,182.892393421,593.530667871,3775.281,4853.933,annotations,1.022058645999948,424.1258347,1078.652,220225_0108,test
0,12,0.2132,424.368481717,Spectrogram 1,182.892393421,593.530667871,4179.775,5258.427,annotations,8.345041159999994,432.713522877,1078.652,220225_0108,test
0,13,0.2353,432.926758134,Spectrogram 1,182.892393421,593.530667871,4314.607,5258.427,annotations,8.655236806000005,441.58199494,943.82,220225_0108,test
0,14,0.1989,441.817289017,Spectrogram 1,182.892393421,593.530667871,3101.1240000000007,4044.944,annotations,3.1691170970000826,444.986406114,943.82,220225_0108,test
0,15,0.2647,445.185322755,Spectrogram 1,182.892393421,593.530667871,4179.775,5258.427,annotations,0.3966714899999601,445.581994245,1078.652,220225_0108,test
0,16,0.2426,445.846700082,Spectrogram 1,182.892393421,593.530667871,2966.292,4044.944,annotations,5.736361778000003,451.58306186,1078.652,220225_0108,test
0,17,0.1617,451.825708877,Spectrogram 1,182.892393421,593.530667871,4314.607,5393.258000000002,annotations,0.9411763070000349,452.766885184,1078.651,220225_0108,test
0,18,0.1912,452.928608187,Spectrogram 1,182.892393421,593.530667871,4314.607,5258.427,annotations,6.977675110000009,459.906283297,943.82,220225_0108,test
0,19,0.1691,460.097459734,Spectrogram 1,182.892393421,593.530667871,2966.292,3775.281,annotations,54.18954870099992,514.287008435,808.9889999999998,220225_0108,test
0,20,0.1691,514.456126053,Spectrogram 1,182.892393421,593.530667871,3235.955,3910.112,annotations,30.92917787599993,545.385303929,674.1569999999998,220225_0108,test
0,21,0.1471,545.554421547,Spectrogram 1,182.892393421,593.530667871,4179.775,5123.596,annotations,4.030395535000025,549.584817082,943.821,220225_0108,test
0,22,0.2206,549.73187588,Spectrogram 1,182.892393421,593.530667871,4314.607,5123.596,annotations,5.47155100800012,555.2034268880001,808.9889999999998,220225_0108,test
0,23,0.2721,555.424015085,Spectrogram 1,182.892393421,593.530667871,4449.438,5258.427,annotations,5.888013553000064,561.312028638,808.9889999999998,220225_0108,test
0,24,0.1838,561.584087414,Spectrogram 1,182.892393421,593.530667871,3101.1240000000007,4179.775,annotations,0.8529410279999183,562.4370284419999,1078.651,220225_0108,test
0,25,0.2206,562.62085194,Spectrogram 1,182.892393421,593.530667871,4314.607,5258.427,annotations,0.6691175309999835,563.289969471,943.82,220225_0108,test
0,26,0.1691,563.510557668,Spectrogram 1,182.892393421,593.530667871,4314.607,5258.427,annotations,6.759721274999947,570.270278943,943.82,220225_0108,test
0,27,0.1765,570.439396561,Spectrogram 1,182.892393421,593.530667871,3101.1240000000007,4044.944,annotations,0.6838234110000485,571.123219972,943.82,220225_0108,test
0,28,0.2059,571.299690529,Spectrogram 1,182.892393421,593.530667871,2831.461,3775.281,annotations,9.31151459199998,580.611205121,943.82,220225_0108,test
0,29,0.1985,580.817087438,Spectrogram 1,182.892393421,593.530667871,2966.292,3775.281,annotations,12.515051055999946,593.332138494,808.9889999999998,220225_0108,test
0,2,0.2202,12.110366065,Spectrogram 1,11.941248448,601.506858466,4044.944,5258.427,annotations,1.3754242960000005,13.485790361,1213.483,220226_0109,test
0,3,0.2365,13.705954024,Spectrogram 1,11.941248448,601.506858466,4179.775,5438.849,annotations,3.365405654,17.071359678,1259.0739999999996,220226_0109,test
0,4,0.1544,17.30789483,Spectrogram 1,11.941248448,601.506858466,3235.955,4044.944,annotations,0.8149352540000017,18.122830084,808.9889999999998,220226_0109,test
0,5,0.3603,18.277241822,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3910.112,annotations,17.275742823999998,35.552984646,808.988,220226_0109,test
0,6,0.1912,35.913278701,Spectrogram 1,11.941248448,601.506858466,3235.955,4044.944,annotations,3.716222107000007,39.629500808,808.9889999999998,220226_0109,test
0,7,0.3223,39.820677245,Spectrogram 1,11.941248448,601.506858466,4057.554,5258.427,annotations,4.974087840000003,44.794765085,1200.873,220226_0109,test
0,8,0.3309,45.117058109,Spectrogram 1,11.941248448,601.506858466,3370.7870000000007,4179.775,annotations,4.6768845560000045,49.793942665,808.988,220226_0109,test
0,9,0.3236,50.124824961,Spectrogram 1,11.941248448,601.506858466,3971.223,5528.09,annotations,0.7573063909999931,50.882131352,1556.8670000000004,220226_0109,test
0,10,0.2574,51.20570712600001,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3910.112,annotations,2.339666625,53.54537375100001,808.988,220226_0109,test
0,11,0.3162,53.802726648,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3775.281,annotations,4.592054353000002,58.394781001000005,674.1569999999998,220226_0109,test
0,12,0.25,58.710957417,Spectrogram 1,11.941248448,601.506858466,4057.554,5438.849,annotations,0.3749999350000053,59.085957352,1381.295,220226_0109,test
0,13,0.2868,59.335957309,Spectrogram 1,11.941248448,601.506858466,4314.607,5352.518,annotations,4.314052847000006,63.650010156,1037.911,220226_0109,test
0,14,0.3162,63.936774812,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,4044.944,annotations,1.2426468430000028,65.179421655,943.82,220226_0109,test
0,15,0.1985,65.495598071,Spectrogram 1,11.941248448,601.506858466,4179.775,4988.764,annotations,4.802455773999995,70.298053845,808.9889999999998,220226_0109,test
0,16,0.3235,70.496583222,Spectrogram 1,11.941248448,601.506858466,3235.955,4044.944,annotations,1.1764703840000124,71.67305360600001,808.9889999999998,220226_0109,test
0,17,0.2996,71.996582962,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,4179.775,annotations,5.515953109999997,77.512536072,1078.651,220226_0109,test
0,18,0.1618,77.81214042100001,Spectrogram 1,11.941248448,601.506858466,4179.775,5123.596,annotations,1.80333646199999,79.615476883,943.821,220226_0109,test
0,19,0.2779,79.777241561,Spectrogram 1,11.941248448,601.506858466,3971.223,5393.258000000002,annotations,5.712391019000009,85.48963258,1422.035,220226_0109,test
0,20,0.2574,85.767523361,Spectrogram 1,11.941248448,601.506858466,2831.461,3640.449,annotations,5.091004536999988,90.858527898,808.988,220226_0109,test
0,21,0.25,91.115880794,Spectrogram 1,11.941248448,601.506858466,3971.223,5266.187,annotations,1.0220586470000086,92.137939441,1294.964,220226_0109,test
0,22,0.2059,92.387939397,Spectrogram 1,11.941248448,601.506858466,7011.236,7820.225,annotations,3.7144858519999815,96.102425249,808.9889999999998,220226_0109,test
0,23,0.1838,96.308307566,Spectrogram 1,11.941248448,601.506858466,4584.27,5258.427,annotations,0.044117639999996,96.352425206,674.1569999999998,220226_0109,test
0,24,0.2132,96.536248703,Spectrogram 1,11.941248448,601.506858466,3505.618,4179.775,annotations,6.502060481000002,103.038309184,674.1569999999998,220226_0109,test
0,25,0.2132,103.251544441,Spectrogram 1,11.941248448,601.506858466,4230.215999999999,5393.258000000002,annotations,1.2647056619999828,104.516250103,1163.042,220226_0109,test
0,26,0.3162,104.72948536,Spectrogram 1,11.941248448,601.506858466,2696.629000000001,3640.449,annotations,6.497022522000009,111.226507882,943.82,220226_0109,test
0,27,0.1471,111.542684298,Spectrogram 1,11.941248448,601.506858466,4179.775,5258.427,annotations,0.8970586679999997,112.439742966,1078.652,220226_0109,test
0,28,0.3398,112.586801764,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,4057.554,annotations,5.376807587000002,117.963609351,956.43,220226_0109,test
0,29,0.1838,118.303393644,Spectrogram 1,11.941248448,601.506858466,4314.607,5393.258000000002,annotations,0.7967348460000068,119.10012849,1078.651,220226_0109,test
0,30,0.1765,119.283951988,Spectrogram 1,11.941248448,601.506858466,6471.91,7415.73,annotations,7.018116684000006,126.302068672,943.82,220226_0109,test
0,31,0.1838,126.47853923,Spectrogram 1,11.941248448,601.506858466,3910.112,5123.596,annotations,0.6470587110000139,127.125597941,1213.484,220226_0109,test
0,32,0.2647,127.309421438,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,4179.775,annotations,3.178195065000012,130.487616503,1078.651,220226_0109,test
0,33,0.1618,130.752322339,Spectrogram 1,11.941248448,601.506858466,4314.607,5258.427,annotations,3.375355130000002,134.127677469,943.82,220226_0109,test
0,34,0.3235,134.28944214700002,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3775.281,annotations,5.334577844999983,139.624019992,674.1569999999998,220226_0109,test
0,35,0.1985,139.947549348,Spectrogram 1,11.941248448,601.506858466,4449.438,5393.258000000002,annotations,0.6397057709999956,140.587255119,943.82,220226_0109,test
0,36,0.2941,140.785784496,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3775.281,annotations,6.981523198000018,147.767307694,674.1569999999998,220226_0109,test
0,37,0.3235,148.06142529,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,4179.775,annotations,6.77647281900002,154.837898109,1078.651,220226_0109,test
0,38,0.2059,155.16142746399998,Spectrogram 1,11.941248448,601.506858466,4988.764,6067.416,annotations,0.4044116950000216,155.565839159,1078.652,220226_0109,test
0,39,0.1176,155.771721476,Spectrogram 1,11.941248448,601.506858466,2561.798,3640.449,annotations,5.096000118999997,160.867721595,1078.651,220226_0109,test
0,40,0.1838,160.985368634,Spectrogram 1,11.941248448,601.506858466,4314.607,5258.427,annotations,3.6335469630000152,164.618915597,943.82,220226_0109,test
0,41,0.1691,164.802739095,Spectrogram 1,11.941248448,601.506858466,4044.944,5093.525,annotations,3.1249994570000013,167.927738552,1048.581,220226_0109,test
0,42,0.2574,168.09685617,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,4044.944,annotations,1.1172212000000172,169.21407737,943.82,220226_0109,test
0,43,0.2794,169.471430266,Spectrogram 1,11.941248448,601.506858466,3235.955,3910.112,annotations,6.253879344999973,175.72530961099997,674.1569999999998,220226_0109,test
0,44,0.1838,176.004721327,Spectrogram 1,11.941248448,601.506858466,4449.438,5258.427,annotations,0.9117645470000184,176.91648587400002,808.9889999999998,220226_0109,test
0,45,0.3235,177.100309372,Spectrogram 1,11.941248448,601.506858466,3235.955,4044.944,annotations,8.154994600999999,185.255303973,808.9889999999998,220226_0109,test
0,46,0.1985,185.578833328,Spectrogram 1,11.941248448,601.506858466,4179.775,5393.258000000002,annotations,0.676470471000016,186.255303799,1213.483,220226_0109,test
0,47,0.2882,186.453833176,Spectrogram 1,11.941248448,601.506858466,4314.607,5784.173000000002,annotations,5.040556221999992,191.494389398,1469.566,220226_0109,test
0,48,0.2647,191.782539803,Spectrogram 1,11.941248448,601.506858466,10516.854,11191.011,annotations,0.2705330969999977,192.0530729,674.1569999999998,220226_0109,test
0,49,0.3235,192.317778736,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,4179.775,annotations,5.2919002700000135,197.609679006,1078.651,220226_0109,test
0,50,0.2206,197.933208361,Spectrogram 1,11.941248448,601.506858466,4314.607,5123.596,annotations,0.5955881319999891,198.528796493,808.9889999999998,220226_0109,test
0,51,0.1618,198.74938469,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3640.449,annotations,4.014099992000013,202.763484682,539.325,220226_0109,test
0,52,0.2353,202.92524936,Spectrogram 1,11.941248448,601.506858466,4143.885,5393.258000000002,annotations,2.794117161999992,205.719366522,1249.373,220226_0109,test
0,53,0.2647,205.954660599,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3910.112,annotations,3.795904943999972,209.750565543,808.988,220226_0109,test
0,54,0.2574,210.015271379,Spectrogram 1,11.941248448,601.506858466,4179.775,5258.427,annotations,4.424492456999985,214.439763836,1078.652,220226_0109,test
0,55,0.3456,214.697116733,Spectrogram 1,11.941248448,601.506858466,2966.292,4044.944,annotations,0.5147057929999903,215.211822526,1078.652,220226_0109,test
0,56,0.2206,215.557410701,Spectrogram 1,11.941248448,601.506858466,4584.27,5393.258000000002,annotations,9.741143359000006,225.29855406,808.988,220226_0109,test
0,57,0.3382,225.519142257,Spectrogram 1,11.941248448,601.506858466,2966.292,3910.112,annotations,3.7787483589999913,229.297890616,943.82,220226_0109,test
0,58,0.1838,229.636125852,Spectrogram 1,11.941248448,601.506858466,6876.404,7550.562,annotations,7.029102002000003,236.665227854,674.158,220226_0109,test
0,59,0.2868,236.849051352,Spectrogram 1,11.941248448,601.506858466,4314.607,5258.427,annotations,1.9779408329999908,238.826992185,943.82,220226_0109,test
0,60,0.2721,239.113756841,Spectrogram 1,11.941248448,601.506858466,3235.955,4179.775,annotations,2.2691946470000057,241.382951488,943.82,220226_0109,test
0,61,0.2206,241.655010265,Spectrogram 1,11.941248448,601.506858466,3910.112,4988.764,annotations,0.7426469300000065,242.397657195,1078.652,220226_0109,test
0,62,0.3456,242.618245392,Spectrogram 1,11.941248448,601.506858466,2966.292,3910.112,annotations,10.627376947000016,253.245622339,943.82,220226_0109,test
0,63,0.2941,253.591210514,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3640.449,annotations,6.8681182029999945,260.459328717,539.325,220226_0109,test
0,64,0.2132,260.753446313,Spectrogram 1,11.941248448,601.506858466,3884.892,5179.856,annotations,3.1873451750000186,263.940791488,1294.964,220226_0109,test
0,65,0.2941,264.154026745,Spectrogram 1,11.941248448,601.506858466,2696.629000000001,3775.281,annotations,0.3676469949999728,264.52167374,1078.652,220226_0109,test
0,66,0.2574,264.815791336,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3775.281,annotations,9.240305012000023,274.056096348,674.1569999999998,220226_0109,test
0,67,0.2426,274.313449245,Spectrogram 1,11.941248448,601.506858466,4314.607,5393.258000000002,annotations,0.5882351920000133,274.90168443700003,1078.651,220226_0109,test
0,68,0.2132,275.144331453,Spectrogram 1,11.941248448,601.506858466,6741.573,7550.562,annotations,2.9686143810000085,278.112945834,808.9889999999998,220226_0109,test
0,69,0.2206,278.326181091,Spectrogram 1,11.941248448,601.506858466,4044.944,5393.258000000002,annotations,0.8676469080000402,279.193827999,1348.314,220226_0109,test
0,70,0.25,279.414416196,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3640.449,annotations,4.747000833000016,284.161417029,539.325,220226_0109,test
0,71,0.2206,284.411416986,Spectrogram 1,11.941248448,601.506858466,3910.112,5258.427,annotations,2.916066270999977,287.327483257,1348.315,220226_0109,test
0,72,0.4044,287.548071454,Spectrogram 1,11.941248448,601.506858466,2696.629000000001,3971.223,annotations,4.5584616699999865,292.106533124,1274.594,220226_0109,test
0,73,0.2206,292.510944818,Spectrogram 1,11.941248448,601.506858466,4179.775,5258.427,annotations,0.6249998920000053,293.13594471,1078.652,220226_0109,test
0,74,0.3309,293.35653290700003,Spectrogram 1,11.941248448,601.506858466,2831.461,3640.449,annotations,6.006504590999953,299.363037498,808.988,220226_0109,test
0,75,0.2794,299.693919794,Spectrogram 1,11.941248448,601.506858466,2696.629000000001,3640.449,annotations,6.610501926999973,306.304421721,943.82,220226_0109,test
0,76,0.25,306.583833437,Spectrogram 1,11.941248448,601.506858466,4449.438,5528.09,annotations,3.080881817999966,309.664715255,1078.652,220226_0109,test
0,77,0.3235,309.914715211,Spectrogram 1,11.941248448,601.506858466,2966.292,4044.944,annotations,3.178051111000002,313.092766322,1078.652,220226_0109,test
0,78,0.2794,313.416295677,Spectrogram 1,11.941248448,601.506858466,4044.944,5258.427,annotations,6.276473912000028,319.692769589,1213.483,220226_0109,test
0,79,0.2279,319.972181305,Spectrogram 1,11.941248448,601.506858466,2426.966,3505.618,annotations,0.044117639000035,320.016298944,1078.652,220226_0109,test
0,80,0.2426,320.244240081,Spectrogram 1,11.941248448,601.506858466,3775.281,5258.427,annotations,6.237559181999984,326.481799263,1483.146,220226_0109,test
0,81,0.2206,326.72444628,Spectrogram 1,11.941248448,601.506858466,9977.528,10786.517,annotations,1.4117644609999616,328.136210741,808.9889999999998,220226_0109,test
0,82,0.2868,328.356798938,Spectrogram 1,11.941248448,601.506858466,2966.292,4044.944,annotations,3.526418845000024,331.883217783,1078.652,220226_0109,test
0,83,0.2353,332.169982439,Spectrogram 1,11.941248448,601.506858466,4179.775,5258.427,annotations,6.127562740999963,338.29754518,1078.652,220226_0109,test
0,84,0.3603,338.53283925700003,Spectrogram 1,11.941248448,601.506858466,2561.798,4230.215999999999,annotations,1.6544114769999965,340.18725073400003,1668.418,220226_0109,test
0,85,0.1765,340.547544789,Spectrogram 1,11.941248448,601.506858466,4179.775,5123.596,annotations,0.8619627889999606,341.409507578,943.821,220226_0109,test
0,86,0.2868,341.585978136,Spectrogram 1,11.941248448,601.506858466,2966.292,3640.449,annotations,9.469024009000009,351.055002145,674.1569999999998,220226_0109,test
0,87,0.1838,351.341766801,Spectrogram 1,11.941248448,601.506858466,4449.438,5393.258000000002,annotations,0.7941175089999888,352.13588431,943.82,220226_0109,test
0,88,0.2647,352.31970780800003,Spectrogram 1,11.941248448,601.506858466,4719.101,5258.427,annotations,5.5377738389999545,357.857481647,539.326,220226_0109,test
0,89,0.25,358.122187484,Spectrogram 1,11.941248448,601.506858466,2966.292,3910.112,annotations,4.758116727000015,362.880304211,943.82,220226_0109,test
0,90,0.2794,363.130304168,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,3775.281,annotations,6.754668417999993,369.884972586,674.1569999999998,220226_0109,test
0,91,0.2206,370.164384302,Spectrogram 1,11.941248448,601.506858466,4314.607,5123.596,annotations,1.1397056840000346,371.304089986,808.9889999999998,220226_0109,test
0,92,0.3676,371.5246781830001,Spectrogram 1,11.941248448,601.506858466,2966.292,4044.944,annotations,4.887547136999956,376.41222532,1078.652,220226_0109,test
0,93,0.1544,376.779872315,Spectrogram 1,11.941248448,601.506858466,4314.607,5123.596,annotations,0.7352939900000024,377.515166305,808.9889999999998,220226_0109,test
0,94,0.25,377.66957804300006,Spectrogram 1,11.941248448,601.506858466,4044.944,5258.427,annotations,4.437643621999938,382.107221665,1213.483,220226_0109,test
0,95,0.3971,382.357221621,Spectrogram 1,11.941248448,601.506858466,2561.798,3775.281,annotations,0.8014704489999644,383.15869207,1213.483,220226_0109,test
0,96,0.2868,383.555750825,Spectrogram 1,11.941248448,601.506858466,3101.1240000000007,4044.944,annotations,7.361361495999973,390.917112321,943.82,220226_0109,test
0,97,0.2059,391.203876977,Spectrogram 1,11.941248448,601.506858466,4179.775,5123.596,annotations,0.7499998699999537,391.953876847,943.821,220226_0109,test
0,98,0.2574,392.159759164,Spectrogram 1,11.941248448,601.506858466,2696.629000000001,3505.618,annotations,18.43882194199995,410.598581106,808.9889999999998,220226_0109,test
0,99,0.3235,410.855934003,Spectrogram 1,11.941248448,601.506858466,2696.629000000001,3775.281,annotations,7.0777062700000215,417.933640273,1078.652,220226_0109,test
