Selection,View,Channel,Start_DateTime_ISO8601,End_DateTime_ISO8601,Low.Freq..Hz.,High.Freq..Hz.,Species,Detection_Comments,filename,begin_time,end_time,call_length,label
883,Spectrogram 1,1,2009-03-31T13:58:44-05:00,2009-03-31T13:58:47-05:00,85.4,181.8,RIWH,?,NOPP6_EST_20090331_134500_CH10,824,827,3,1
3769,Spectrogram 1,1,2009-03-31T13:58:52-05:00,2009-03-31T13:58:53-05:00,61.453,273.743,RIWH,,NOPP6_EST_20090331_134500_CH10,827,832,5,0
3769,Spectrogram 1,1,2009-03-31T13:58:52-05:00,2009-03-31T13:58:53-05:00,61.453,273.743,RIWH,,NOPP6_EST_20090331_134500_CH10,832,833,1,1
884,Spectrogram 1,1,2009-03-31T14:01:29-05:00,2009-03-31T14:01:30-05:00,85.4,223.1,RIWH,?,NOPP6_EST_20090331_140000_CH10,89,90,1,1
3773,Spectrogram 1,1,2009-03-31T14:01:47-05:00,2009-03-31T14:01:49-05:00,83.799,296.089,RIWH,,NOPP6_EST_20090331_140000_CH10,90,107,17,0
3773,Spectrogram 1,1,2009-03-31T14:01:47-05:00,2009-03-31T14:01:49-05:00,83.799,296.089,RIWH,,NOPP6_EST_20090331_140000_CH10,107,109,2,1
3774,Spectrogram 1,1,2009-03-31T14:01:53-05:00,2009-03-31T14:01:54-05:00,50.279,212.291,RIWH,,NOPP6_EST_20090331_140000_CH10,109,113,4,0
3774,Spectrogram 1,1,2009-03-31T14:01:53-05:00,2009-03-31T14:01:54-05:00,50.279,212.291,RIWH,,NOPP6_EST_20090331_140000_CH10,113,114,1,1
3775,Spectrogram 1,1,2009-03-31T14:02:05-05:00,2009-03-31T14:02:06-05:00,55.866,226.257,RIWH,,NOPP6_EST_20090331_140000_CH10,114,125,11,0
3775,Spectrogram 1,1,2009-03-31T14:02:05-05:00,2009-03-31T14:02:06-05:00,55.866,226.257,RIWH,,NOPP6_EST_20090331_140000_CH10,125,126,1,1
885,Spectrogram 1,1,2009-03-31T14:02:46-05:00,2009-03-31T14:02:49-05:00,63.4,184.6,RIWH,?,NOPP6_EST_20090331_140000_CH10,126,166,40,0
885,Spectrogram 1,1,2009-03-31T14:02:46-05:00,2009-03-31T14:02:49-05:00,63.4,184.6,RIWH,?,NOPP6_EST_20090331_140000_CH10,166,169,3,1
886,Spectrogram 1,1,2009-03-31T14:04:27-05:00,2009-03-31T14:04:29-05:00,66.1,236.9,RIWH,?,NOPP6_EST_20090331_140000_CH10,169,267,98,0
886,Spectrogram 1,1,2009-03-31T14:04:27-05:00,2009-03-31T14:04:29-05:00,66.1,236.9,RIWH,?,NOPP6_EST_20090331_140000_CH10,267,269,2,1
887,Spectrogram 1,1,2009-03-31T14:04:44-05:00,2009-03-31T14:04:46-05:00,96.4,184.6,RIWH,,NOPP6_EST_20090331_140000_CH10,269,284,15,0
887,Spectrogram 1,1,2009-03-31T14:04:44-05:00,2009-03-31T14:04:46-05:00,96.4,184.6,RIWH,,NOPP6_EST_20090331_140000_CH10,284,286,2,1
889,Spectrogram 1,1,2009-03-31T14:05:09-05:00,2009-03-31T14:05:11-05:00,85.4,203.9,RIWH,?,NOPP6_EST_20090331_140000_CH10,286,309,23,0
889,Spectrogram 1,1,2009-03-31T14:05:09-05:00,2009-03-31T14:05:11-05:00,85.4,203.9,RIWH,?,NOPP6_EST_20090331_140000_CH10,309,311,2,1
890,Spectrogram 1,1,2009-03-31T14:06:13-05:00,2009-03-31T14:06:15-05:00,107.4,203.9,RIWH,?,NOPP6_EST_20090331_140000_CH10,311,373,62,0
890,Spectrogram 1,1,2009-03-31T14:06:13-05:00,2009-03-31T14:06:15-05:00,107.4,203.9,RIWH,?,NOPP6_EST_20090331_140000_CH10,373,375,2,1
891,Spectrogram 1,1,2009-03-31T14:06:35-05:00,2009-03-31T14:06:37-05:00,110.2,261.7,RIWH,?,NOPP6_EST_20090331_140000_CH10,375,395,20,0
891,Spectrogram 1,1,2009-03-31T14:06:35-05:00,2009-03-31T14:06:37-05:00,110.2,261.7,RIWH,?,NOPP6_EST_20090331_140000_CH10,395,397,2,1
892,Spectrogram 1,1,2009-03-31T14:07:00-05:00,2009-03-31T14:07:02-05:00,112.9,231.4,RIWH,,NOPP6_EST_20090331_140000_CH10,397,420,23,0
892,Spectrogram 1,1,2009-03-31T14:07:00-05:00,2009-03-31T14:07:02-05:00,112.9,231.4,RIWH,,NOPP6_EST_20090331_140000_CH10,420,422,2,1
893,Spectrogram 1,1,2009-03-31T14:07:06-05:00,2009-03-31T14:07:08-05:00,93.7,220.4,RIWH,,NOPP6_EST_20090331_140000_CH10,422,426,4,0
893,Spectrogram 1,1,2009-03-31T14:07:06-05:00,2009-03-31T14:07:08-05:00,93.7,220.4,RIWH,,NOPP6_EST_20090331_140000_CH10,426,428,2,1
894,Spectrogram 1,1,2009-03-31T14:07:44-05:00,2009-03-31T14:07:46-05:00,99.2,270.0,RIWH,,NOPP6_EST_20090331_140000_CH10,428,464,36,0
894,Spectrogram 1,1,2009-03-31T14:07:44-05:00,2009-03-31T14:07:46-05:00,99.2,270.0,RIWH,,NOPP6_EST_20090331_140000_CH10,464,466,2,1
895,Spectrogram 1,1,2009-03-31T14:08:12-05:00,2009-03-31T14:08:14-05:00,99.2,253.4,RIWH,,NOPP6_EST_20090331_140000_CH10,466,492,26,0
895,Spectrogram 1,1,2009-03-31T14:08:12-05:00,2009-03-31T14:08:14-05:00,99.2,253.4,RIWH,,NOPP6_EST_20090331_140000_CH10,492,494,2,1
896,Spectrogram 1,1,2009-03-31T14:08:21-05:00,2009-03-31T14:08:24-05:00,112.9,220.4,RIWH,?,NOPP6_EST_20090331_140000_CH10,494,501,7,0
896,Spectrogram 1,1,2009-03-31T14:08:21-05:00,2009-03-31T14:08:24-05:00,112.9,220.4,RIWH,?,NOPP6_EST_20090331_140000_CH10,501,504,3,1
3782,Spectrogram 1,1,2009-03-31T14:09:17-05:00,2009-03-31T14:09:18-05:00,72.626,237.43,RIWH,,NOPP6_EST_20090331_140000_CH10,504,557,53,0
3782,Spectrogram 1,1,2009-03-31T14:09:17-05:00,2009-03-31T14:09:18-05:00,72.626,237.43,RIWH,,NOPP6_EST_20090331_140000_CH10,557,558,1,1
897,Spectrogram 1,1,2009-03-31T14:09:31-05:00,2009-03-31T14:09:34-05:00,90.9,247.9,RIWH,?,NOPP6_EST_20090331_140000_CH10,558,571,13,0
897,Spectrogram 1,1,2009-03-31T14:09:31-05:00,2009-03-31T14:09:34-05:00,90.9,247.9,RIWH,?,NOPP6_EST_20090331_140000_CH10,571,574,3,1
898,Spectrogram 1,1,2009-03-31T14:10:30-05:00,2009-03-31T14:10:31-05:00,107.4,212.1,RIWH,?,NOPP6_EST_20090331_140000_CH10,574,630,56,0
898,Spectrogram 1,1,2009-03-31T14:10:30-05:00,2009-03-31T14:10:31-05:00,107.4,212.1,RIWH,?,NOPP6_EST_20090331_140000_CH10,630,631,1,1
899,Spectrogram 1,1,2009-03-31T14:11:06-05:00,2009-03-31T14:11:08-05:00,112.9,206.6,RIWH,?,NOPP6_EST_20090331_140000_CH10,631,666,35,0
899,Spectrogram 1,1,2009-03-31T14:11:06-05:00,2009-03-31T14:11:08-05:00,112.9,206.6,RIWH,?,NOPP6_EST_20090331_140000_CH10,666,668,2,1
3784,Spectrogram 1,1,2009-03-31T14:11:27-05:00,2009-03-31T14:11:28-05:00,44.693,240.223,RIWH,,NOPP6_EST_20090331_140000_CH10,668,687,19,0
3784,Spectrogram 1,1,2009-03-31T14:11:27-05:00,2009-03-31T14:11:28-05:00,44.693,240.223,RIWH,,NOPP6_EST_20090331_140000_CH10,687,688,1,1
900,Spectrogram 1,1,2009-03-31T14:11:55-05:00,2009-03-31T14:11:57-05:00,107.4,179.1,RIWH,?,NOPP6_EST_20090331_140000_CH10,688,715,27,0
900,Spectrogram 1,1,2009-03-31T14:11:55-05:00,2009-03-31T14:11:57-05:00,107.4,179.1,RIWH,?,NOPP6_EST_20090331_140000_CH10,715,717,2,1
901,Spectrogram 1,1,2009-03-31T14:11:59-05:00,2009-03-31T14:12:01-05:00,79.9,173.6,RIWH,?,NOPP6_EST_20090331_140000_CH10,717,719,2,0
901,Spectrogram 1,1,2009-03-31T14:11:59-05:00,2009-03-31T14:12:01-05:00,79.9,173.6,RIWH,?,NOPP6_EST_20090331_140000_CH10,719,721,2,1
902,Spectrogram 1,1,2009-03-31T14:12:11-05:00,2009-03-31T14:12:13-05:00,96.4,250.7,RIWH,?,NOPP6_EST_20090331_140000_CH10,721,731,10,0
902,Spectrogram 1,1,2009-03-31T14:12:11-05:00,2009-03-31T14:12:13-05:00,96.4,250.7,RIWH,?,NOPP6_EST_20090331_140000_CH10,731,733,2,1
904,Spectrogram 1,1,2009-03-31T14:13:06-05:00,2009-03-31T14:13:08-05:00,124.0,245.2,RIWH,,NOPP6_EST_20090331_140000_CH10,733,786,53,0
904,Spectrogram 1,1,2009-03-31T14:13:06-05:00,2009-03-31T14:13:08-05:00,124.0,245.2,RIWH,,NOPP6_EST_20090331_140000_CH10,786,788,2,1
905,Spectrogram 1,1,2009-03-31T14:13:31-05:00,2009-03-31T14:13:34-05:00,129.5,212.1,RIWH,,NOPP6_EST_20090331_140000_CH10,788,811,23,0
905,Spectrogram 1,1,2009-03-31T14:13:31-05:00,2009-03-31T14:13:34-05:00,129.5,212.1,RIWH,,NOPP6_EST_20090331_140000_CH10,811,814,3,1
906,Spectrogram 1,1,2009-03-31T14:13:35-05:00,2009-03-31T14:13:37-05:00,93.7,176.3,RIWH,,NOPP6_EST_20090331_140000_CH10,814,815,1,0
906,Spectrogram 1,1,2009-03-31T14:13:35-05:00,2009-03-31T14:13:37-05:00,93.7,176.3,RIWH,,NOPP6_EST_20090331_140000_CH10,815,817,2,1
907,Spectrogram 1,1,2009-03-31T14:13:40-05:00,2009-03-31T14:13:42-05:00,129.5,245.2,RIWH,,NOPP6_EST_20090331_140000_CH10,817,820,3,0
907,Spectrogram 1,1,2009-03-31T14:13:40-05:00,2009-03-31T14:13:42-05:00,129.5,245.2,RIWH,,NOPP6_EST_20090331_140000_CH10,820,822,2,1
908,Spectrogram 1,1,2009-03-31T14:13:49-05:00,2009-03-31T14:13:51-05:00,110.2,236.9,RIWH,,NOPP6_EST_20090331_140000_CH10,822,829,7,0
908,Spectrogram 1,1,2009-03-31T14:13:49-05:00,2009-03-31T14:13:51-05:00,110.2,236.9,RIWH,,NOPP6_EST_20090331_140000_CH10,829,831,2,1
909,Spectrogram 1,1,2009-03-31T14:14:23-05:00,2009-03-31T14:14:25-05:00,110.2,264.5,RIWH,,NOPP6_EST_20090331_140000_CH10,831,863,32,0
909,Spectrogram 1,1,2009-03-31T14:14:23-05:00,2009-03-31T14:14:25-05:00,110.2,264.5,RIWH,,NOPP6_EST_20090331_140000_CH10,863,865,2,1
910,Spectrogram 1,1,2009-03-31T14:14:32-05:00,2009-03-31T14:14:34-05:00,104.7,225.9,RIWH,?,NOPP6_EST_20090331_140000_CH10,865,872,7,0
910,Spectrogram 1,1,2009-03-31T14:14:32-05:00,2009-03-31T14:14:34-05:00,104.7,225.9,RIWH,?,NOPP6_EST_20090331_140000_CH10,872,874,2,1
911,Spectrogram 1,1,2009-03-31T14:15:21-05:00,2009-03-31T14:15:23-05:00,115.7,217.6,RIWH,,NOPP6_EST_20090331_141500_CH10,21,23,2,1
912,Spectrogram 1,1,2009-03-31T14:15:32-05:00,2009-03-31T14:15:34-05:00,121.2,253.4,RIWH,,NOPP6_EST_20090331_141500_CH10,23,32,9,0
912,Spectrogram 1,1,2009-03-31T14:15:32-05:00,2009-03-31T14:15:34-05:00,121.2,253.4,RIWH,,NOPP6_EST_20090331_141500_CH10,32,34,2,1
913,Spectrogram 1,1,2009-03-31T14:16:06-05:00,2009-03-31T14:16:09-05:00,96.4,242.4,RIWH,,NOPP6_EST_20090331_141500_CH10,34,66,32,0
913,Spectrogram 1,1,2009-03-31T14:16:06-05:00,2009-03-31T14:16:09-05:00,96.4,242.4,RIWH,,NOPP6_EST_20090331_141500_CH10,66,69,3,1
914,Spectrogram 1,1,2009-03-31T14:16:17-05:00,2009-03-31T14:16:19-05:00,110.2,319.6,RIWH,,NOPP6_EST_20090331_141500_CH10,69,77,8,0
914,Spectrogram 1,1,2009-03-31T14:16:17-05:00,2009-03-31T14:16:19-05:00,110.2,319.6,RIWH,,NOPP6_EST_20090331_141500_CH10,77,79,2,1
915,Spectrogram 1,1,2009-03-31T14:16:51-05:00,2009-03-31T14:16:52-05:00,110.2,179.1,RIWH,?,NOPP6_EST_20090331_141500_CH10,79,111,32,0
915,Spectrogram 1,1,2009-03-31T14:16:51-05:00,2009-03-31T14:16:52-05:00,110.2,179.1,RIWH,?,NOPP6_EST_20090331_141500_CH10,111,112,1,1
916,Spectrogram 1,1,2009-03-31T14:17:07-05:00,2009-03-31T14:17:09-05:00,124.0,264.5,RIWH,,NOPP6_EST_20090331_141500_CH10,112,127,15,0
916,Spectrogram 1,1,2009-03-31T14:17:07-05:00,2009-03-31T14:17:09-05:00,124.0,264.5,RIWH,,NOPP6_EST_20090331_141500_CH10,127,129,2,1
917,Spectrogram 1,1,2009-03-31T14:17:46-05:00,2009-03-31T14:17:48-05:00,140.5,325.1,RIWH,,NOPP6_EST_20090331_141500_CH10,129,166,37,0
917,Spectrogram 1,1,2009-03-31T14:17:46-05:00,2009-03-31T14:17:48-05:00,140.5,325.1,RIWH,,NOPP6_EST_20090331_141500_CH10,166,168,2,1
918,Spectrogram 1,1,2009-03-31T14:17:55-05:00,2009-03-31T14:17:58-05:00,107.4,236.9,RIWH,,NOPP6_EST_20090331_141500_CH10,168,175,7,0
918,Spectrogram 1,1,2009-03-31T14:17:55-05:00,2009-03-31T14:17:58-05:00,107.4,236.9,RIWH,,NOPP6_EST_20090331_141500_CH10,175,178,3,1
919,Spectrogram 1,1,2009-03-31T14:18:04-05:00,2009-03-31T14:18:06-05:00,112.9,223.1,RIWH,?,NOPP6_EST_20090331_141500_CH10,178,184,6,0
919,Spectrogram 1,1,2009-03-31T14:18:04-05:00,2009-03-31T14:18:06-05:00,112.9,223.1,RIWH,?,NOPP6_EST_20090331_141500_CH10,184,186,2,1
920,Spectrogram 1,1,2009-03-31T14:18:54-05:00,2009-03-31T14:18:56-05:00,140.5,336.1,RIWH,,NOPP6_EST_20090331_141500_CH10,186,234,48,0
920,Spectrogram 1,1,2009-03-31T14:18:54-05:00,2009-03-31T14:18:56-05:00,140.5,336.1,RIWH,,NOPP6_EST_20090331_141500_CH10,234,236,2,1
921,Spectrogram 1,1,2009-03-31T14:19:10-05:00,2009-03-31T14:19:13-05:00,118.5,220.4,RIWH,,NOPP6_EST_20090331_141500_CH10,236,250,14,0
921,Spectrogram 1,1,2009-03-31T14:19:10-05:00,2009-03-31T14:19:13-05:00,118.5,220.4,RIWH,,NOPP6_EST_20090331_141500_CH10,250,253,3,1
922,Spectrogram 1,1,2009-03-31T14:19:42-05:00,2009-03-31T14:19:44-05:00,85.4,203.9,RIWH,,NOPP6_EST_20090331_141500_CH10,253,282,29,0
922,Spectrogram 1,1,2009-03-31T14:19:42-05:00,2009-03-31T14:19:44-05:00,85.4,203.9,RIWH,,NOPP6_EST_20090331_141500_CH10,282,284,2,1
923,Spectrogram 1,1,2009-03-31T14:19:54-05:00,2009-03-31T14:19:57-05:00,85.4,195.6,RIWH,,NOPP6_EST_20090331_141500_CH10,284,294,10,0
923,Spectrogram 1,1,2009-03-31T14:19:54-05:00,2009-03-31T14:19:57-05:00,85.4,195.6,RIWH,,NOPP6_EST_20090331_141500_CH10,294,297,3,1
924,Spectrogram 1,1,2009-03-31T14:20:10-05:00,2009-03-31T14:20:12-05:00,137.7,231.4,RIWH,,NOPP6_EST_20090331_141500_CH10,297,310,13,0
924,Spectrogram 1,1,2009-03-31T14:20:10-05:00,2009-03-31T14:20:12-05:00,137.7,231.4,RIWH,,NOPP6_EST_20090331_141500_CH10,310,312,2,1
925,Spectrogram 1,1,2009-03-31T14:20:27-05:00,2009-03-31T14:20:30-05:00,93.7,253.4,RIWH,,NOPP6_EST_20090331_141500_CH10,312,327,15,0
925,Spectrogram 1,1,2009-03-31T14:20:27-05:00,2009-03-31T14:20:30-05:00,93.7,253.4,RIWH,,NOPP6_EST_20090331_141500_CH10,327,330,3,1
926,Spectrogram 1,1,2009-03-31T14:20:43-05:00,2009-03-31T14:20:45-05:00,112.9,176.3,RIWH,,NOPP6_EST_20090331_141500_CH10,330,343,13,0
926,Spectrogram 1,1,2009-03-31T14:20:43-05:00,2009-03-31T14:20:45-05:00,112.9,176.3,RIWH,,NOPP6_EST_20090331_141500_CH10,343,345,2,1
927,Spectrogram 1,1,2009-03-31T14:21:05-05:00,2009-03-31T14:21:06-05:00,93.7,176.3,RIWH,?,NOPP6_EST_20090331_141500_CH10,345,365,20,0
927,Spectrogram 1,1,2009-03-31T14:21:05-05:00,2009-03-31T14:21:06-05:00,93.7,176.3,RIWH,?,NOPP6_EST_20090331_141500_CH10,365,366,1,1
928,Spectrogram 1,1,2009-03-31T14:21:08-05:00,2009-03-31T14:21:10-05:00,82.6,206.6,RIWH,,NOPP6_EST_20090331_141500_CH10,366,368,2,0
928,Spectrogram 1,1,2009-03-31T14:21:08-05:00,2009-03-31T14:21:10-05:00,82.6,206.6,RIWH,,NOPP6_EST_20090331_141500_CH10,368,370,2,1
929,Spectrogram 1,1,2009-03-31T14:22:06-05:00,2009-03-31T14:22:08-05:00,90.9,225.9,RIWH,,NOPP6_EST_20090331_141500_CH10,370,426,56,0
929,Spectrogram 1,1,2009-03-31T14:22:06-05:00,2009-03-31T14:22:08-05:00,90.9,225.9,RIWH,,NOPP6_EST_20090331_141500_CH10,426,428,2,1
930,Spectrogram 1,1,2009-03-31T14:22:24-05:00,2009-03-31T14:22:27-05:00,96.4,217.6,RIWH,?,NOPP6_EST_20090331_141500_CH10,428,444,16,0
930,Spectrogram 1,1,2009-03-31T14:22:24-05:00,2009-03-31T14:22:27-05:00,96.4,217.6,RIWH,?,NOPP6_EST_20090331_141500_CH10,444,447,3,1
931,Spectrogram 1,1,2009-03-31T14:23:03-05:00,2009-03-31T14:23:06-05:00,90.9,195.6,RIWH,,NOPP6_EST_20090331_141500_CH10,447,483,36,0
931,Spectrogram 1,1,2009-03-31T14:23:03-05:00,2009-03-31T14:23:06-05:00,90.9,195.6,RIWH,,NOPP6_EST_20090331_141500_CH10,483,486,3,1
932,Spectrogram 1,1,2009-03-31T14:23:49-05:00,2009-03-31T14:23:51-05:00,137.7,231.4,RIWH,,NOPP6_EST_20090331_141500_CH10,486,529,43,0
932,Spectrogram 1,1,2009-03-31T14:23:49-05:00,2009-03-31T14:23:51-05:00,137.7,231.4,RIWH,,NOPP6_EST_20090331_141500_CH10,529,531,2,1
933,Spectrogram 1,1,2009-03-31T14:23:53-05:00,2009-03-31T14:23:54-05:00,118.5,192.8,RIWH,?,NOPP6_EST_20090331_141500_CH10,531,533,2,0
933,Spectrogram 1,1,2009-03-31T14:23:53-05:00,2009-03-31T14:23:54-05:00,118.5,192.8,RIWH,?,NOPP6_EST_20090331_141500_CH10,533,534,1,1
934,Spectrogram 1,1,2009-03-31T14:24:54-05:00,2009-03-31T14:24:56-05:00,71.6,176.3,RIWH,,NOPP6_EST_20090331_141500_CH10,534,594,60,0
934,Spectrogram 1,1,2009-03-31T14:24:54-05:00,2009-03-31T14:24:56-05:00,71.6,176.3,RIWH,,NOPP6_EST_20090331_141500_CH10,594,596,2,1
935,Spectrogram 1,1,2009-03-31T14:25:02-05:00,2009-03-31T14:25:04-05:00,165.3,231.4,RIWH,?,NOPP6_EST_20090331_141500_CH10,596,602,6,0
935,Spectrogram 1,1,2009-03-31T14:25:02-05:00,2009-03-31T14:25:04-05:00,165.3,231.4,RIWH,?,NOPP6_EST_20090331_141500_CH10,602,604,2,1
936,Spectrogram 1,1,2009-03-31T14:26:01-05:00,2009-03-31T14:26:04-05:00,79.9,198.3,RIWH,,NOPP6_EST_20090331_141500_CH10,604,661,57,0
936,Spectrogram 1,1,2009-03-31T14:26:01-05:00,2009-03-31T14:26:04-05:00,79.9,198.3,RIWH,,NOPP6_EST_20090331_141500_CH10,661,664,3,1
937,Spectrogram 1,1,2009-03-31T14:26:52-05:00,2009-03-31T14:26:53-05:00,121.2,192.8,RIWH,?,NOPP6_EST_20090331_141500_CH10,664,712,48,0
937,Spectrogram 1,1,2009-03-31T14:26:52-05:00,2009-03-31T14:26:53-05:00,121.2,192.8,RIWH,?,NOPP6_EST_20090331_141500_CH10,712,713,1,1
938,Spectrogram 1,1,2009-03-31T14:27:46-05:00,2009-03-31T14:27:49-05:00,85.4,179.1,RIWH,,NOPP6_EST_20090331_141500_CH10,713,766,53,0
938,Spectrogram 1,1,2009-03-31T14:27:46-05:00,2009-03-31T14:27:49-05:00,85.4,179.1,RIWH,,NOPP6_EST_20090331_141500_CH10,766,769,3,1
939,Spectrogram 1,1,2009-03-31T14:28:00-05:00,2009-03-31T14:28:03-05:00,99.2,212.1,RIWH,,NOPP6_EST_20090331_141500_CH10,769,780,11,0
939,Spectrogram 1,1,2009-03-31T14:28:00-05:00,2009-03-31T14:28:03-05:00,99.2,212.1,RIWH,,NOPP6_EST_20090331_141500_CH10,780,783,3,1
940,Spectrogram 1,1,2009-03-31T14:29:03-05:00,2009-03-31T14:29:05-05:00,129.5,217.6,RIWH,,NOPP6_EST_20090331_141500_CH10,783,843,60,0
940,Spectrogram 1,1,2009-03-31T14:29:03-05:00,2009-03-31T14:29:05-05:00,129.5,217.6,RIWH,,NOPP6_EST_20090331_141500_CH10,843,845,2,1
941,Spectrogram 1,1,2009-03-31T14:29:47-05:00,2009-03-31T14:29:49-05:00,74.4,168.0,RIWH,,NOPP6_EST_20090331_141500_CH10,845,887,42,0
941,Spectrogram 1,1,2009-03-31T14:29:47-05:00,2009-03-31T14:29:49-05:00,74.4,168.0,RIWH,,NOPP6_EST_20090331_141500_CH10,887,889,2,1
942,Spectrogram 1,1,2009-03-31T14:31:08-05:00,2009-03-31T14:31:10-05:00,96.4,201.1,RIWH,,NOPP6_EST_20090331_143000_CH10,68,70,2,1
943,Spectrogram 1,1,2009-03-31T14:31:35-05:00,2009-03-31T14:31:37-05:00,82.6,170.8,RIWH,,NOPP6_EST_20090331_143000_CH10,70,95,25,0
943,Spectrogram 1,1,2009-03-31T14:31:35-05:00,2009-03-31T14:31:37-05:00,82.6,170.8,RIWH,,NOPP6_EST_20090331_143000_CH10,95,97,2,1
944,Spectrogram 1,1,2009-03-31T14:31:39-05:00,2009-03-31T14:31:41-05:00,63.4,236.9,RIWH,?,NOPP6_EST_20090331_143000_CH10,97,99,2,0
944,Spectrogram 1,1,2009-03-31T14:31:39-05:00,2009-03-31T14:31:41-05:00,63.4,236.9,RIWH,?,NOPP6_EST_20090331_143000_CH10,99,101,2,1
945,Spectrogram 1,1,2009-03-31T14:32:20-05:00,2009-03-31T14:32:22-05:00,85.4,168.0,RIWH,,NOPP6_EST_20090331_143000_CH10,101,140,39,0
945,Spectrogram 1,1,2009-03-31T14:32:20-05:00,2009-03-31T14:32:22-05:00,85.4,168.0,RIWH,,NOPP6_EST_20090331_143000_CH10,140,142,2,1
946,Spectrogram 1,1,2009-03-31T14:32:33-05:00,2009-03-31T14:32:35-05:00,71.6,201.1,RIWH,,NOPP6_EST_20090331_143000_CH10,142,153,11,0
946,Spectrogram 1,1,2009-03-31T14:32:33-05:00,2009-03-31T14:32:35-05:00,71.6,201.1,RIWH,,NOPP6_EST_20090331_143000_CH10,153,155,2,1
947,Spectrogram 1,1,2009-03-31T14:33:49-05:00,2009-03-31T14:33:52-05:00,74.4,181.8,RIWH,,NOPP6_EST_20090331_143000_CH10,155,229,74,0
947,Spectrogram 1,1,2009-03-31T14:33:49-05:00,2009-03-31T14:33:52-05:00,74.4,181.8,RIWH,,NOPP6_EST_20090331_143000_CH10,229,232,3,1
948,Spectrogram 1,1,2009-03-31T14:34:15-05:00,2009-03-31T14:34:17-05:00,96.4,173.6,RIWH,?,NOPP6_EST_20090331_143000_CH10,232,255,23,0
948,Spectrogram 1,1,2009-03-31T14:34:15-05:00,2009-03-31T14:34:17-05:00,96.4,173.6,RIWH,?,NOPP6_EST_20090331_143000_CH10,255,259,4,1
950,Spectrogram 1,1,2009-03-31T14:34:23-05:00,2009-03-31T14:34:24-05:00,68.9,157.0,RIWH,,NOPP6_EST_20090331_143000_CH10,259,263,4,0
950,Spectrogram 1,1,2009-03-31T14:34:23-05:00,2009-03-31T14:34:24-05:00,68.9,157.0,RIWH,,NOPP6_EST_20090331_143000_CH10,263,266,3,1
952,Spectrogram 1,1,2009-03-31T14:34:31-05:00,2009-03-31T14:34:33-05:00,93.7,223.1,RIWH,,NOPP6_EST_20090331_143000_CH10,266,271,5,0
952,Spectrogram 1,1,2009-03-31T14:34:31-05:00,2009-03-31T14:34:33-05:00,93.7,223.1,RIWH,,NOPP6_EST_20090331_143000_CH10,271,273,2,1
953,Spectrogram 1,1,2009-03-31T14:35:01-05:00,2009-03-31T14:35:03-05:00,88.2,179.1,RIWH,,NOPP6_EST_20090331_143000_CH10,273,301,28,0
953,Spectrogram 1,1,2009-03-31T14:35:01-05:00,2009-03-31T14:35:03-05:00,88.2,179.1,RIWH,,NOPP6_EST_20090331_143000_CH10,301,303,2,1
954,Spectrogram 1,1,2009-03-31T14:35:21-05:00,2009-03-31T14:35:22-05:00,85.4,206.6,RIWH,,NOPP6_EST_20090331_143000_CH10,303,321,18,0
954,Spectrogram 1,1,2009-03-31T14:35:21-05:00,2009-03-31T14:35:22-05:00,85.4,206.6,RIWH,,NOPP6_EST_20090331_143000_CH10,321,322,1,1
955,Spectrogram 1,1,2009-03-31T14:35:28-05:00,2009-03-31T14:35:30-05:00,77.1,231.4,RIWH,,NOPP6_EST_20090331_143000_CH10,322,328,6,0
955,Spectrogram 1,1,2009-03-31T14:35:28-05:00,2009-03-31T14:35:30-05:00,77.1,231.4,RIWH,,NOPP6_EST_20090331_143000_CH10,328,330,2,1
956,Spectrogram 1,1,2009-03-31T14:35:33-05:00,2009-03-31T14:35:34-05:00,66.1,225.9,RIWH,,NOPP6_EST_20090331_143000_CH10,330,333,3,0
956,Spectrogram 1,1,2009-03-31T14:35:33-05:00,2009-03-31T14:35:34-05:00,66.1,225.9,RIWH,,NOPP6_EST_20090331_143000_CH10,333,334,1,1
957,Spectrogram 1,1,2009-03-31T14:35:50-05:00,2009-03-31T14:35:52-05:00,93.7,198.3,RIWH,?,NOPP6_EST_20090331_143000_CH10,334,350,16,0
957,Spectrogram 1,1,2009-03-31T14:35:50-05:00,2009-03-31T14:35:52-05:00,93.7,198.3,RIWH,?,NOPP6_EST_20090331_143000_CH10,350,352,2,1
958,Spectrogram 1,1,2009-03-31T14:36:06-05:00,2009-03-31T14:36:08-05:00,79.9,173.6,RIWH,,NOPP6_EST_20090331_143000_CH10,352,366,14,0
958,Spectrogram 1,1,2009-03-31T14:36:06-05:00,2009-03-31T14:36:08-05:00,79.9,173.6,RIWH,,NOPP6_EST_20090331_143000_CH10,366,368,2,1
959,Spectrogram 1,1,2009-03-31T14:36:20-05:00,2009-03-31T14:36:22-05:00,82.6,336.1,RIWH,,NOPP6_EST_20090331_143000_CH10,368,380,12,0
959,Spectrogram 1,1,2009-03-31T14:36:20-05:00,2009-03-31T14:36:22-05:00,82.6,336.1,RIWH,,NOPP6_EST_20090331_143000_CH10,380,382,2,1
960,Spectrogram 1,1,2009-03-31T14:36:56-05:00,2009-03-31T14:36:58-05:00,71.6,247.9,RIWH,,NOPP6_EST_20090331_143000_CH10,382,416,34,0
